"","logFC","AveExpr","t","P.Value","adj.P.Val","B","Gene_Symbol","Gene_Description","Significance","abs_logFC"
"205087_at",1.113496160206,7.4147088193089,7.22764191011377,3.95936209708273e-10,1.1916105853893e-08,12.7816730121722,"RWDD3","RWD domain containing 3","Upregulated",1.113496160206
"215009_s_at",1.6199490911577,7.94025562150647,7.22680475480256,3.97359469391807e-10,1.19516304464319e-08,12.7781557291985,"THAP9-AS1","THAP9 antisense RNA 1","Upregulated",1.6199490911577
"205739_x_at",1.62946601924762,6.39473507736898,7.22636110405693,3.98115790484629e-10,1.19670639599127e-08,12.7762917690042,"ZNF107","zinc finger protein 107","Upregulated",1.62946601924762
"214058_at",2.24923247659731,6.42906509285292,7.2259671278347,3.9878862970382e-10,1.19799707581416e-08,12.7746365266215,"MYCL","v-myc avian myelocytomatosis viral oncogene lung carcinoma derived homolog","Upregulated",2.24923247659731
"228773_at",1.62837804462281,6.10495891372434,7.22508416929508,4.00300676518376e-10,1.20180569795239e-08,12.7709269354145,"LOC100506100","uncharacterized LOC100506100","Upregulated",1.62837804462281
"238675_x_at",1.04808641071224,6.20479822423356,7.22340451956781,4.03192816012161e-10,1.20975054253112e-08,12.7638703805029,"BTF3L4","basic transcription factor 3 like 4","Upregulated",1.04808641071224
"241863_x_at",1.83743993896324,5.31679858260901,7.22005538190095,4.09021849197836e-10,1.22574531872582e-08,12.7498007103991,"TTC14","tetratricopeptide repeat domain 14","Upregulated",1.83743993896324
"225846_at",4.44185973451864,7.23466738866217,7.21678979268038,4.14786254008408e-10,1.23999922241748e-08,12.7360829878978,"ESRP1","epithelial splicing regulatory protein 1","Upregulated",4.44185973451864
"211761_s_at",1.2739057614089,9.4962769815361,7.21651884583705,4.15268146879078e-10,1.24068607792828e-08,12.7349448674317,"CACYBP","calcyclin binding protein","Upregulated",1.2739057614089
"200681_at",1.12267481004095,10.5183037224255,7.21543246434928,4.17205937239919e-10,1.24571920835951e-08,12.7303815548384,"GLO1","glyoxalase I","Upregulated",1.12267481004095
"212281_s_at",2.08781178440926,8.22888637185735,7.21469689575775,4.1852308817472e-10,1.24889421466425e-08,12.7272918811704,"TMEM97","transmembrane protein 97","Upregulated",2.08781178440926
"242045_at",1.73038292035317,4.56218000351878,7.21368754324816,4.20337233727897e-10,1.25354753091204e-08,12.7230522876265,"","","Upregulated",1.73038292035317
"227943_at",2.05204311537825,6.28407999239631,7.20660044631709,4.33297532154739e-10,1.29013070950487e-08,12.6932868602258,"","","Upregulated",2.05204311537825
"230776_at",2.60946316230853,3.9866227559294,7.20655021836402,4.33390790499633e-10,1.29013070950487e-08,12.6930759216614,"RNF157-AS1","RNF157 antisense RNA 1","Upregulated",2.60946316230853
"217745_s_at",1.18369554277983,10.0466745189421,7.20477128087641,4.36706667439761e-10,1.29921553716495e-08,12.6856051984283,"NAA50","N(alpha)-acetyltransferase 50, NatE catalytic subunit","Upregulated",1.18369554277983
"235767_x_at",1.10070353388857,7.82353436700578,7.20330157072153,4.394652017993e-10,1.30663227703554e-08,12.6794333044048,"PHAX","phosphorylated adaptor for RNA export","Upregulated",1.10070353388857
"229075_at",1.12427943922117,5.56712905839124,7.2015288107988,4.42815630866089e-10,1.31500475244585e-08,12.6719890450044,"SPATA5","spermatogenesis associated 5","Upregulated",1.12427943922117
"1558856_at",2.3041255318537,5.0577440076178,7.19913133771286,4.4738722627102e-10,1.3277794477152e-08,12.6619219136209,"DMRTA2","DMRT like family A2","Upregulated",2.3041255318537
"211024_s_at",4.17996261290912,4.21895215243485,7.19884969413403,4.47927350284222e-10,1.3277807906889e-08,12.660739309865,"NKX2-1","NK2 homeobox 1","Upregulated",4.17996261290912
"212840_at",1.09600767494861,7.57603107879024,7.19801995075214,4.49522373430159e-10,1.33090538082899e-08,12.6572553113177,"UBXN7","UBX domain protein 7","Upregulated",1.09600767494861
"201697_s_at",1.34864926384211,8.41184835520039,7.19424893249828,4.5684298422688e-10,1.35176624923945e-08,12.6414220233867,"DNMT1","DNA (cytosine-5-)-methyltransferase 1","Upregulated",1.34864926384211
"222118_at",1.43330956461924,4.67024015190859,7.19378701433971,4.57747819087239e-10,1.35281663266221e-08,12.6394826674832,"CENPN","centromere protein N","Upregulated",1.43330956461924
"203830_at",1.12751847436031,6.15073870328542,7.19269720262084,4.59889689120113e-10,1.35751601274945e-08,12.6349071880003,"C17orf75","chromosome 17 open reading frame 75","Upregulated",1.12751847436031
"218689_at",1.56186060519903,7.21302774554457,7.18995147396036,4.65330370065171e-10,1.37275248919645e-08,12.6233799680585,"FANCF","Fanconi anemia complementation group F","Upregulated",1.56186060519903
"209023_s_at",1.58194882538585,8.79621823755691,7.18790996595414,4.69417125462573e-10,1.38232247113326e-08,12.6148096819869,"STAG2","stromal antigen 2","Upregulated",1.58194882538585
"235947_at",2.6035739755393,3.42878739813176,7.17857693402886,4.88560096620822e-10,1.43354661147411e-08,12.575634347477,"LOC101930067","uncharacterized LOC101930067","Upregulated",2.6035739755393
"228397_at",1.62149523565833,6.74159806277362,7.17648164848945,4.92963444661535e-10,1.4438840608012e-08,12.5668405106811,"TUG1","taurine up-regulated 1 (non-protein coding)","Upregulated",1.62149523565833
"229235_at",1.27128304048775,8.34420668000752,7.17089826806161,5.04891065406145e-10,1.47530728357721e-08,12.5434092643357,"NFATC2IP","nuclear factor of activated T-cells 2 interacting protein","Upregulated",1.27128304048775
"228979_at",5.11428859671308,4.35123784588124,7.17065819423729,5.05410321380325e-10,1.47594811181968e-08,12.5424018344429,"SFTA3","surfactant associated 3","Upregulated",5.11428859671308
"218712_at",1.12834459885304,6.85603491393417,7.16839559144965,5.10330298202576e-10,1.48943196818827e-08,12.5329074631616,"C1orf109","chromosome 1 open reading frame 109","Upregulated",1.12834459885304
"218247_s_at",1.24191706927982,8.57159007143036,7.16497853384154,5.17851129124097e-10,1.50691309939737e-08,12.5185696600593,"MEX3C","mex-3 RNA binding family member C","Upregulated",1.24191706927982
"230720_at",3.40167642964668,5.59616801563208,7.16359610983325,5.20925054628424e-10,1.51496212547877e-08,12.5127693899798,"RNF182","ring finger protein 182","Upregulated",3.40167642964668
"230339_at",1.47489578519465,5.01657427008644,7.1628775821451,5.22529922906358e-10,1.51873183204094e-08,12.5097547169819,"CCDC138","coiled-coil domain containing 138","Upregulated",1.47489578519465
"230032_at",1.31396879278336,7.0743863405448,7.16190335098988,5.24713781542179e-10,1.52417892847379e-08,12.5056672858052,"OSGEPL1","O-sialoglycoprotein endopeptidase-like 1","Upregulated",1.31396879278336
"218649_x_at",1.29293753382177,8.5931243113578,7.15910058871806,5.31047316168006e-10,1.54075738718627e-08,12.4939086690414,"NEMF","nuclear export mediator factor","Upregulated",1.29293753382177
"232238_at",2.28994687278184,3.70347154522879,7.15607681215131,5.37965648190694e-10,1.55899149885274e-08,12.4812236501234,"ASPM","abnormal spindle microtubule assembly","Upregulated",2.28994687278184
"238632_at",2.96970122989253,4.86142772836168,7.15554545426563,5.3919061798067e-10,1.56162170329457e-08,12.4789946448574,"","","Upregulated",2.96970122989253
"1555971_s_at",1.02960963050888,7.84873632840182,7.15177910518251,5.47953353088422e-10,1.58606709678953e-08,12.463195871141,"FBXO28","F-box protein 28","Upregulated",1.02960963050888
"212058_at",1.30119135950738,9.23092831023494,7.15117683232376,5.493676793745e-10,1.58843980604654e-08,12.4606696314102,"U2SURP","U2 snRNP associated SURP domain containing","Upregulated",1.30119135950738
"243938_x_at",2.2464414323032,3.17450901045761,7.15115513877197,5.49418690408116e-10,1.58843980604654e-08,12.4605786382286,"DNAH5","dynein axonemal heavy chain 5","Upregulated",2.2464414323032
"203616_at",1.20681237800974,8.77545281513198,7.14857131905469,5.55528227024406e-10,1.60421816122007e-08,12.449741177996,"POLB","DNA polymerase beta","Upregulated",1.20681237800974
"221965_at",1.48887189253226,7.254014267137,7.14820897221515,5.56390398959482e-10,1.60576553440465e-08,12.4482214172981,"","","Upregulated",1.48887189253226
"212913_at",1.65700387326871,5.88829637254773,7.14777767044964,5.57418379372321e-10,1.60760871952018e-08,12.4464124611619,"MSH5-SAPCD1///SAPCD1","MSH5-SAPCD1 readthrough (NMD candidate)///suppressor APC domain containing 1","Upregulated",1.65700387326871
"219556_at",2.09808329658155,3.8692118522164,7.14766699972849,5.57682460670421e-10,1.60760871952018e-08,12.4459482913898,"C16orf59","chromosome 16 open reading frame 59","Upregulated",2.09808329658155
"212918_at",1.72293203829802,8.30453871165742,7.14744059311011,5.58223097781127e-10,1.60822505693887e-08,12.4449987113825,"RECQL","RecQ like helicase","Upregulated",1.72293203829802
"222250_s_at",1.27152512872108,6.37652307027465,7.14373183003764,5.67153899911056e-10,1.6310895355303e-08,12.4294443564437,"INTS7","integrator complex subunit 7","Upregulated",1.27152512872108
"242346_x_at",1.81620783506291,5.46472670564269,7.14074275979479,5.74455049478078e-10,1.6507646119536e-08,12.4169093165695,"","","Upregulated",1.81620783506291
"205416_s_at",1.13692315569045,5.98521860967508,7.14005932033367,5.76137526607308e-10,1.65402562845775e-08,12.4140433485665,"ATXN3","ataxin 3","Upregulated",1.13692315569045
"204675_at",2.10653680578737,7.79619193767861,7.13962926944446,5.77198730243392e-10,1.65610600111292e-08,12.4122399755099,"SRD5A1","steroid 5 alpha-reductase 1","Upregulated",2.10653680578737
"224830_at",1.11643806280065,9.46437844913731,7.1341982900255,5.90768958682934e-10,1.69011442732041e-08,12.3894672738444,"NUDT21","nudix hydrolase 21","Upregulated",1.11643806280065
"228183_s_at",1.05607113247074,8.24425019222761,7.1272019891523,6.08719429779233e-10,1.73742789913844e-08,12.3601352228748,"RPAIN","RPA interacting protein","Upregulated",1.05607113247074
"235425_at",1.89757166290236,4.9497843606245,7.12689699728104,6.09514180046088e-10,1.73768043206998e-08,12.3588566503282,"SGO2","shugoshin 2","Upregulated",1.89757166290236
"235948_at",2.00805044319402,5.50871063471155,7.12217750605108,6.21944727451781e-10,1.77004246406708e-08,12.3390729811578,"RIMKLA","ribosomal modification protein rimK like family member A","Upregulated",2.00805044319402
"229147_at",4.20698541782158,6.7423757722259,7.12037105974657,6.2676916946371e-10,1.78171175746972e-08,12.3315011036196,"RASSF6","Ras association domain family member 6","Upregulated",4.20698541782158
"224723_x_at",1.40586192525231,7.64999682535913,7.11762770722536,6.34167112622312e-10,1.7985856548015e-08,12.3200027152604,"LINC00998","long intergenic non-protein coding RNA 998","Upregulated",1.40586192525231
"227921_at",2.16646801470753,6.65934978142034,7.11495817084989,6.41449412868577e-10,1.81819131676406e-08,12.3088144290378,"LOC105379499///FLJ45482","uncharacterized LOC105379499///uncharacterized LOC645566","Upregulated",2.16646801470753
"204318_s_at",2.5274356289758,5.44272179655245,7.11151103636009,6.50976193207414e-10,1.84307166508385e-08,12.294368195182,"GTSE1","G2 and S-phase expressed 1","Upregulated",2.5274356289758
"235177_at",1.4902036026367,6.22033143300784,7.11091581940596,6.52635381075021e-10,1.84564535612406e-08,12.2918738820801,"METTL21A","methyltransferase like 21A","Upregulated",1.4902036026367
"1557129_a_at",1.96278138750846,3.55907327176334,7.10908606148892,6.57762295250613e-10,1.85907577612848e-08,12.2842063280422,"FAM111B","family with sequence similarity 111 member B","Upregulated",1.96278138750846
"241956_at",1.67410080375153,6.55876180186946,7.10893785622761,6.58179311460366e-10,1.85918653151724e-08,12.2835852922128,"","","Upregulated",1.67410080375153
"230935_at",2.79364541425894,3.43233678324539,7.10754734319507,6.62104739465902e-10,1.86920183103262e-08,12.2777586255319,"HAGLROS","HAGLR opposite strand (non-protein coding)","Upregulated",2.79364541425894
"57703_at",1.11597917720779,5.77145440893239,7.10731190467061,6.62771686691207e-10,1.87001183411779e-08,12.2767720865284,"SENP5","SUMO1/sentrin specific peptidase 5","Upregulated",1.11597917720779
"1556429_a_at",2.03218320089444,3.31023720135909,7.10415019247319,6.71793188638497e-10,1.89004730893851e-08,12.263524354477,"TBC1D31","TBC1 domain family member 31","Upregulated",2.03218320089444
"202653_s_at",1.13748654323206,9.15479127123171,7.10258699377765,6.76298598795436e-10,1.89966090459175e-08,12.2569748421879,"MARCH7","membrane associated ring-CH-type finger 7","Upregulated",1.13748654323206
"235469_at",1.92151049281316,5.47094705706578,7.1024209606845,6.76778898001054e-10,1.89972956268898e-08,12.2562792086956,"FAM133DP///FAM133B","family with sequence similarity 133, member A pseudogene///family with sequence similarity 133 member B","Upregulated",1.92151049281316
"201180_s_at",1.18541132463085,9.80820515620978,7.10150113178207,6.79445927805982e-10,1.90612860715786e-08,12.252425425755,"GNAI3","G protein subunit alpha i3","Upregulated",1.18541132463085
"209317_at",1.16347840187862,7.13885125736214,7.10016149051431,6.83348917096051e-10,1.91489465623835e-08,12.2468129174198,"POLR1C","RNA polymerase I subunit C","Upregulated",1.16347840187862
"229091_s_at",1.13526328554236,6.18832013215775,7.09937228542758,6.85658668831528e-10,1.92027354110375e-08,12.2435065789751,"CCNJ","cyclin J","Upregulated",1.13526328554236
"224753_at",2.11417550601328,5.69713214799249,7.09721632268566,6.92008162767818e-10,1.93475259462023e-08,12.2344745905183,"CDCA5","cell division cycle associated 5","Upregulated",2.11417550601328
"1555765_a_at",3.07216083112404,4.06273369253127,7.0923909751885,7.06432050777025e-10,1.97060101601956e-08,12.2142614247079,"GNG4","G protein subunit gamma 4","Upregulated",3.07216083112404
"205340_at",1.19765152978546,7.1837696722643,7.09084752500647,7.11108572868349e-10,1.98139974774252e-08,12.207796476016,"ZBTB24","zinc finger and BTB domain containing 24","Upregulated",1.19765152978546
"213721_at",3.03121410586354,5.50385838011742,7.09005350514835,7.13526372892493e-10,1.98701144487385e-08,12.2044707107845,"SOX2","SRY-box 2","Upregulated",3.03121410586354
"217640_x_at",2.3830841096929,4.12787766020241,7.08900686580577,7.16725904914677e-10,1.99253850865178e-08,12.2000869420979,"SKA1","spindle and kinetochore associated complex subunit 1","Upregulated",2.3830841096929
"212022_s_at",2.46639777609529,5.71000303239764,7.0873339441374,7.218696280646e-10,2.00457329504372e-08,12.1930802681711,"MKI67","marker of proliferation Ki-67","Upregulated",2.46639777609529
"222204_s_at",1.16523994962868,7.75009433287457,7.0862018641758,7.25371251462353e-10,2.01316092333378e-08,12.1883389547683,"RRN3","RRN3 homolog, RNA polymerase I transcription factor","Upregulated",1.16523994962868
"204315_s_at",2.42259038649579,4.00517706998719,7.08102200476145,7.41609841223884e-10,2.05475199645854e-08,12.1666466209562,"GTSE1","G2 and S-phase expressed 1","Upregulated",2.42259038649579
"212037_at",1.31235255376702,8.47996641388041,7.07752579979045,7.52774228200896e-10,2.0821675911794e-08,12.152006679512,"PNN","pinin, desmosome associated protein","Upregulated",1.31235255376702
"213301_x_at",1.13203833281191,7.60614920637755,7.07723927761974,7.53696556156196e-10,2.08354755274033e-08,12.1508069574702,"TRIM24","tripartite motif containing 24","Upregulated",1.13203833281191
"211929_at",1.51424616820505,10.3362794552752,7.0732150269124,7.66770237761524e-10,2.11730993768414e-08,12.13395755396,"HNRNPA3","heterogeneous nuclear ribonucleoprotein A3","Upregulated",1.51424616820505
"230678_at",1.87076746194426,4.30613217654694,7.06942575701162,7.79286715122385e-10,2.15066524907612e-08,12.1180935276491,"RGS5","regulator of G-protein signaling 5","Upregulated",1.87076746194426
"219976_at",1.70662838036304,5.454163719093,7.06894995584294,7.80872649296479e-10,2.15262747641075e-08,12.1161016594079,"HOOK1","hook microtubule tethering protein 1","Upregulated",1.70662838036304
"230172_at",1.44008204129495,7.26479210456314,7.06595931026399,7.90914820506107e-10,2.17787048531864e-08,12.1035823176501,"IFI27L1","interferon alpha inducible protein 27 like 1","Upregulated",1.44008204129495
"211778_s_at",2.07548305195369,6.49326609668764,7.0598974966808,8.11665423714945e-10,2.2325109281577e-08,12.0782093934889,"OVOL2","ovo like zinc finger 2","Upregulated",2.07548305195369
"1559007_s_at",1.83822354043725,4.82990319680808,7.05712905628488,8.21321578801052e-10,2.25528855625354e-08,12.0666228062445,"","","Upregulated",1.83822354043725
"1556911_at",1.4791431208459,4.76356152350859,7.05633118385956,8.24125667036884e-10,2.26172625197345e-08,12.0632836669409,"ALMS1-IT1","ALMS1 intronic transcript 1","Upregulated",1.4791431208459
"212138_at",1.34579616874469,8.97423159722145,7.05604312141453,8.25140388601756e-10,2.2632487793716e-08,12.0620781263238,"PDS5A","PDS5 cohesin associated factor A","Upregulated",1.34579616874469
"218602_s_at",1.80791974867997,5.13543915204263,7.05435067014958,8.31127331264487e-10,2.2784001442636e-08,12.0549953969337,"HAUS6","HAUS augmin like complex subunit 6","Upregulated",1.80791974867997
"209935_at",1.66169476198143,7.32234039943267,7.05300849696293,8.35905897831389e-10,2.28980947118425e-08,12.0493787570248,"ATP2C1","ATPase secretory pathway Ca2+ transporting 1","Upregulated",1.66169476198143
"237007_at",3.20171831889475,3.06154601206431,7.05292054916778,8.36219972710813e-10,2.28980947118425e-08,12.0490107253337,"","","Upregulated",3.20171831889475
"226227_x_at",1.27389957599697,10.8531568174514,7.05216770030018,8.38913318546084e-10,2.29590698919339e-08,12.0458603413112,"ZFAS1","ZNFX1 antisense RNA 1","Upregulated",1.27389957599697
"241826_x_at",1.94777585355525,4.59074326001349,7.04977316361956,8.47537380057211e-10,2.3169317700264e-08,12.0358405176647,"ZNF738","zinc finger protein 738","Upregulated",1.94777585355525
"217954_s_at",1.13596172947302,8.92045116110209,7.04632678822171,8.60104752762782e-10,2.34867783402876e-08,12.0214203820422,"PHF3","PHD finger protein 3","Upregulated",1.13596172947302
"202557_at",1.40069833590547,8.74493768559101,7.04161672829585,8.77580556019543e-10,2.38976792584691e-08,12.0017148295668,"HSPA13","heat shock protein family A (Hsp70) member 13","Upregulated",1.40069833590547
"203806_s_at",2.03723652505094,4.83526484000802,7.03988853626525,8.84080896231277e-10,2.40613764717104e-08,11.9944851527681,"FANCA","Fanconi anemia complementation group A","Upregulated",2.03723652505094
"225314_at",2.12979008834583,8.75415862729663,7.03925703414625,8.86468129546692e-10,2.41130111943638e-08,11.9918434209248,"OCIAD2","OCIA domain containing 2","Upregulated",2.12979008834583
"1554080_at",1.36654179548572,6.63382880354625,7.03843630948368,8.89580256211693e-10,2.41709418373323e-08,11.9884101868373,"CNOT9","CCR4-NOT transcription complex subunit 9","Upregulated",1.36654179548572
"219848_s_at",1.31826193921389,7.31695991512194,7.03627869689679,8.97813706853927e-10,2.43811915414797e-08,11.9793848587214,"ZNF432","zinc finger protein 432","Upregulated",1.31826193921389
"1553269_at",1.91866488963414,4.79754875450934,7.03561418092808,9.00364737199859e-10,2.44250479618904e-08,11.9766052773157,"ZNF718","zinc finger protein 718","Upregulated",1.91866488963414
"232038_at",1.77647091355149,5.60043939691083,7.03541329686251,9.01137335579724e-10,2.44250479618904e-08,11.9757650153797,"TBC1D32","TBC1 domain family member 32","Upregulated",1.77647091355149
"203428_s_at",1.21490365411326,7.93559331274732,7.03537225245921,9.01295273126108e-10,2.44250479618904e-08,11.9755933345466,"ASF1A","anti-silencing function 1A histone chaperone","Upregulated",1.21490365411326
"1567214_a_at",1.52431226009581,8.18486949707896,7.03448051628663,9.0473345186311e-10,2.44981119321376e-08,11.9718634181299,"PNN","pinin, desmosome associated protein","Upregulated",1.52431226009581
"239697_x_at",2.40538055014152,3.85898106631162,7.03438400658234,9.05106336346988e-10,2.44981119321376e-08,11.9714597464862,"C3orf67","chromosome 3 open reading frame 67","Upregulated",2.40538055014152
"224915_x_at",1.3144111772455,10.682632037201,7.03219237352947,9.13615427234442e-10,2.47012496307281e-08,11.9622930584713,"ZFAS1","ZNFX1 antisense RNA 1","Upregulated",1.3144111772455
"1553789_a_at",2.28016462170884,3.40527789655187,7.0293731067244,9.2467845562148e-10,2.49592170958673e-08,11.9505019932415,"C21orf58","chromosome 21 open reading frame 58","Upregulated",2.28016462170884
"224737_x_at",1.07149380547615,7.26777126863162,7.02580359212209,9.38876888852059e-10,2.52731482876057e-08,11.9355743736472,"CCAR1","cell division cycle and apoptosis regulator 1","Upregulated",1.07149380547615
"243332_at",2.27418665834462,5.19515291733036,7.02331323982416,9.48910978561154e-10,2.54739518587316e-08,11.9251605923825,"","","Upregulated",2.27418665834462
"208668_x_at",1.04758539282232,12.0592888472879,7.02322586872809,9.49264943176865e-10,2.54739518587316e-08,11.9247952491479,"HMGN2","high mobility group nucleosomal binding domain 2","Upregulated",1.04758539282232
"226608_at",1.29623834022337,6.36382070803403,7.02055697277847,9.60140899070006e-10,2.57281783644316e-08,11.9136356259511,"C16orf87","chromosome 16 open reading frame 87","Upregulated",1.29623834022337
"202462_s_at",1.19567651330388,8.87858035962231,7.01766763355327,9.72054949033124e-10,2.60097378341886e-08,11.9015551145872,"DDX46","DEAD-box helicase 46","Upregulated",1.19567651330388
"225158_at",1.15674835968589,7.84680322671534,7.01618975935187,9.7820562217222e-10,2.61458794406455e-08,11.8953763768577,"GFM1","G elongation factor mitochondrial 1","Upregulated",1.15674835968589
"223477_s_at",1.0824904260778,6.91333610181892,7.01072259740625,1.00129745893904e-09,2.67050645322566e-08,11.8725211694623,"C12orf65","chromosome 12 open reading frame 65","Upregulated",1.0824904260778
"209272_at",1.39544697003728,8.58475143302948,7.01018347600766,1.00360372817369e-09,2.67375899579009e-08,11.870267574125,"NAB1","NGFI-A binding protein 1","Upregulated",1.39544697003728
"214023_x_at",4.26240676789057,7.20165550698004,7.00970796502968,1.00564226793621e-09,2.67774020986673e-08,11.8682799045888,"TUBB2B","tubulin beta 2B class IIb","Upregulated",4.26240676789057
"202330_s_at",1.38972099449402,7.74195221934156,7.00821771973238,1.01205774443697e-09,2.69336535589561e-08,11.86205073319,"UNG","uracil DNA glycosylase","Upregulated",1.38972099449402
"242966_x_at",1.27153428079912,5.47189599591079,7.00598745230671,1.0217351316871e-09,2.71764976350956e-08,11.8527287481371,"RFX2","regulatory factor X2","Upregulated",1.27153428079912
"235259_at",1.72215448239121,5.23137539670676,7.00389249532126,1.03090920817252e-09,2.73761194854533e-08,11.8439728228954,"PACRGL","PARK2 coregulated like","Upregulated",1.72215448239121
"230894_s_at",2.25004567061251,4.80465053369993,7.00339985150586,1.03307842834675e-09,2.74189267657274e-08,11.8419138753851,"","","Upregulated",2.25004567061251
"216952_s_at",1.89634050374977,5.79549427435982,7.00280804790914,1.03569027467197e-09,2.74692790470182e-08,11.8394405362121,"LMNB2","lamin B2","Upregulated",1.89634050374977
"217684_at",2.0641383235542,3.51290684715746,7.00059541202914,1.04551376535139e-09,2.76892335046533e-08,11.8301935530024,"TYMS","thymidylate synthetase","Upregulated",2.0641383235542
"219056_at",1.19535890241099,6.14709535077421,6.99913426227017,1.05205161757792e-09,2.78324214764283e-08,11.8240874529218,"RNASEH2B","ribonuclease H2 subunit B","Upregulated",1.19535890241099
"229208_at",1.22894773855064,5.6413238321142,6.99694561154333,1.06192079124205e-09,2.80482750266492e-08,11.8149415872815,"HAUS2","HAUS augmin like complex subunit 2","Upregulated",1.22894773855064
"219544_at",1.57523808950122,6.19591965225741,6.99625651786039,1.06504710652076e-09,2.811575803142e-08,11.812062133059,"BORA","bora, aurora kinase A activator","Upregulated",1.57523808950122
"209181_s_at",1.01231382786602,9.7560070580482,6.98988623024962,1.09438511458813e-09,2.88129525594105e-08,11.7854456608042,"SNORD45C///SNORD45A///SNORD45B///RABGGTB","small nucleolar RNA, C/D box 45C///small nucleolar RNA, C/D box 45A///small nucleolar RNA, C/D box 45B///Rab geranylgeranyltransferase beta subunit","Upregulated",1.01231382786602
"202737_s_at",1.2067010424517,9.05945580085648,6.98692650590094,1.10828808783701e-09,2.91477990049149e-08,11.7730808041632,"LSM4","LSM4 homolog, U6 small nuclear RNA and mRNA degradation associated","Upregulated",1.2067010424517
"218894_s_at",1.56801863782095,5.72973057074043,6.98544946688475,1.11529187865296e-09,2.93163287782457e-08,11.7669105337115,"MAGOHB","mago homolog B, exon junction complex core component","Upregulated",1.56801863782095
"204662_at",1.65668946363727,8.17717796413703,6.98224668603767,1.13063033132484e-09,2.96877944042164e-08,11.7535318802547,"CCP110","centriolar coiled-coil protein 110","Upregulated",1.65668946363727
"209798_at",1.21099825197521,7.78368972868058,6.97660128695295,1.15817928545372e-09,3.03949483196379e-08,11.7299527095877,"NPAT","nuclear protein, coactivator of histone transcription","Upregulated",1.21099825197521
"204126_s_at",2.86261098807805,4.21644468536179,6.97490243150375,1.16659945401588e-09,3.05996051885711e-08,11.7228577882394,"CDC45","cell division cycle 45","Upregulated",2.86261098807805
"225792_at",2.99256293491737,7.45211391245238,6.97291281600322,1.17653816986548e-09,3.08274300982804e-08,11.7145489787941,"HOOK1","hook microtubule tethering protein 1","Upregulated",2.99256293491737
"1566842_at",2.95600113899864,3.16542716711876,6.9675225643479,1.20388917249897e-09,3.14937663536186e-08,11.6920410505504,"","","Upregulated",2.95600113899864
"220520_s_at",2.57640640044741,4.28445360638765,6.96525633632183,1.2155763327456e-09,3.17343435694031e-08,11.6825790019141,"NUP62CL","nucleoporin 62 C-terminal like","Upregulated",2.57640640044741
"230788_at",2.24967636648351,6.95469489189051,6.96518351487778,1.21595374526751e-09,3.17343435694031e-08,11.6822749644475,"GCNT2","glucosaminyl (N-acetyl) transferase 2, I-branching enzyme (I blood group)","Upregulated",2.24967636648351
"211935_at",1.27625402375342,10.6749358488089,6.96511477369205,1.21631011790791e-09,3.17343435694031e-08,11.6819879630546,"ARL6IP1","ADP ribosylation factor like GTPase 6 interacting protein 1","Upregulated",1.27625402375342
"203208_s_at",1.32069263347025,8.13960636941172,6.9636920527797,1.22370924816991e-09,3.18935704315131e-08,11.6760480796282,"MTFR1","mitochondrial fission regulator 1","Upregulated",1.32069263347025
"242628_at",1.9593543194506,4.69805817140192,6.96326331795134,1.22594772936676e-09,3.19349973101906e-08,11.674258149544,"","","Upregulated",1.9593543194506
"202870_s_at",2.888678752443,6.20103612982732,6.960366342523,1.24118030884246e-09,3.22805282543398e-08,11.6621640789292,"CDC20","cell division cycle 20","Upregulated",2.888678752443
"226619_at",1.20998787556595,6.49877516826803,6.95827468643957,1.25229530618454e-09,3.25180449242337e-08,11.6534325861872,"SENP1","SUMO1/sentrin specific peptidase 1","Upregulated",1.20998787556595
"235676_at",2.16060853103598,5.71978083448034,6.95783259597928,1.25465720297866e-09,3.25450274048345e-08,11.6515871698067,"SEC11C","SEC11 homolog C, signal peptidase complex subunit","Upregulated",2.16060853103598
"226294_x_at",1.1318984055603,8.62812032669811,6.95652437123398,1.26167245934442e-09,3.26925311779678e-08,11.6461263830293,"FAM91A1","family with sequence similarity 91 member A1","Upregulated",1.1318984055603
"226914_at",1.31697577381627,7.76229575334443,6.95308011801493,1.28032909508074e-09,3.31062289971822e-08,11.6317503276128,"ARPC5L","actin related protein 2/3 complex subunit 5 like","Upregulated",1.31697577381627
"235693_at",2.06542907859926,7.94967800429786,6.95131781104451,1.2899808956665e-09,3.33382825278683e-08,11.6243951142396,"","","Upregulated",2.06542907859926
"208762_at",1.21698939164158,6.26736169830275,6.95077241410235,1.29298256001808e-09,3.33983164466191e-08,11.6221189024142,"SUMO1","small ubiquitin-like modifier 1","Upregulated",1.21698939164158
"239002_at",1.89305113451573,4.26288120394529,6.95037926434521,1.29515061866807e-09,3.34367662606505e-08,11.6204781146997,"ASPM","abnormal spindle microtubule assembly","Upregulated",1.89305113451573
"235470_at",1.09909610426594,6.60282717158585,6.94879110445082,1.30394552313658e-09,3.361092056416e-08,11.6138502017883,"LSM8","LSM8 homolog, U6 small nuclear RNA associated","Upregulated",1.09909610426594
"1560354_at",1.709212483541,3.40932912741225,6.94426526207914,1.3293358125593e-09,3.41937414158942e-08,11.5949639635816,"","","Upregulated",1.709212483541
"236429_at",1.9333602625676,5.623816302529,6.94261819011265,1.33869750340759e-09,3.44165559300821e-08,11.5880913544013,"ZNF83","zinc finger protein 83","Upregulated",1.9333602625676
