"category","subcategory","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"Organismal Systems","Endocrine system","hsa04928","Parathyroid hormone synthesis, secretion and action","47/1870","107/6792",0.439252336448598,1.59540206906892,3.82620633460671,0.000180015093152373,0.00215397370082322,0.00149631420442444,"ITPR1/RHOA/MEF2C/RXRA/PDE4B/WNK1/PDE4A/GNAQ/FOS/PRKCB/GNAI2/FGFR1/MMP14/AKAP13/ARAF/ADCY9/PRKCA/EGR1/ARRB1/SP1/PTH1R/PRKACB/MEF2D/GNAS/PLD1/CREB3/HBEGF/ADCY6/ADCY4/JUND/MAPK1/RXRB/BCL2/GNA13/SGK1/CREB3L2/ITPR2/CREB1/ATF6B/CREB3L1/ARRB2/EGFR/MMP25/VDR/ADCY5/PDE4D/GATA3",47
"Organismal Systems","Nervous system","hsa04722","Neurotrophin signaling pathway","48/1870","110/6792",0.436363636363636,1.58491006319883,3.8119664010305,0.000187177314823293,0.00216501760812275,0.00150398614366786,"RHOA/PIK3R1/RAPGEF1/ARHGDIA/PRKCD/ARHGDIB/RPS6KA2/NTRK3/PSEN1/RAP1A/CAMK2D/NTRK2/MAP3K1/CAMK2G/IKBKB/SOS2/MATK/MAP3K5/CALM1/NFKB1/GAB1/PSEN2/PTPN11/MAP2K2/MAP3K3/YWHAE/SHC1/NFKBIA/MAPK1/BCL2/SORT1/SH2B3/SHC3/JUN/AKT3/MAP2K5/SOS1/CALML6/MAPKAPK2/CRK/FRS2/PIK3CD/NGF/CAMK2A/MAPK14/IRS1/TP53/NGFR",48
"Environmental Information Processing","Signal transduction","hsa04066","HIF-1 signaling pathway","44/1870","99/6792",0.444444444444444,1.61426024955437,3.79469137751923,0.000207523263506855,0.00232292169151222,0.00161367834781222,"PIK3R1/EPAS1/STAT3/PRKCB/EIF4E2/IL6R/PRKCA/MKNK2/CAMK2D/ALDOA/ARNT/IGF1/CAMK2G/NFKB1/TLR4/MAP2K2/PDHA1/MAPK1/HK1/BCL2/IFNGR1/HMOX1/GAPDH/ERBB2/AKT3/HKDC1/PFKM/INSR/IGF1R/EGFR/NOS3/PIK3CD/EPO/ALDOB/ENO1/CYBB/PGK1/CAMK2A/TEK/EDN1/ALDOC/TIMP1/FLT1/TF",44
"Environmental Information Processing","Signal transduction","hsa04014","Ras signaling pathway","81/1870","209/6792",0.38755980861244,1.40765038507791,3.68948659051073,0.000229357285537746,0.00248709306504994,0.00172772428908368,"RHOA/RRAS/PIK3R1/CSF1/GNG7/RASGRP2/RASSF1/RASA3/PRKCB/FGFR1/PDGFA/RALB/CSF1R/MRAS/PRKCA/RAP1A/FGFR2/RAB5B/NTRK2/IGF1/PRKACB/IKBKB/SOS2/RAB5A/BCL2L1/CALM1/NFKB1/PLD1/GAB1/PTPN11/PDGFRB/MAP2K2/FGF2/SHC1/PDGFC/PLA2G2A/MAPK1/GNG11/STK4/GRIN1/ETS1/SHC3/AKT3/RALGDS/FGF1/SOS1/CALML6/REL/EPHA2/PLA2G5/INSR/FGF10/FGF7/IGF1R/PDGFB/EGFR/RASGRF1/RASA2/FGFR3/PIK3CD/PLA2G4C/PDGFD/NGF/GRIN2A/GNG12/TEK/RAC2/GNG2/RASAL3/PLA2G4A/EFNA5/FLT1/TIAM1/GNG13/GNG3/PDGFRA/PLCE1/RASGRP4/NGFR/RASSF5/PLA1A",81
"Organismal Systems","Endocrine system","hsa04923","Regulation of lipolysis in adipocytes","27/1870","53/6792",0.509433962264151,1.850307738876,3.83030363081161,0.000242323925057888,0.00254807278772991,0.00177008544938617,"PIK3R1/GNAI2/MGLL/ADCY9/PLIN1/PRKACB/GNAS/PNPLA2/ADRB2/NPR1/ADCY6/ADCY4/NPY1R/PTGER3/LIPE/AKT3/PTGS1/PRKG1/CIDEC/INSR/FABP4/PTGS2/PIK3CD/IRS1/ADCY5/ADRB1/NPY",27
"Organismal Systems","Endocrine system","hsa04912","GnRH signaling pathway","38/1870","83/6792",0.457831325301205,1.66288254622769,3.74510154949458,0.000264917864228706,0.00270205951222409,0.00187705635764998,"ITPR1/PRKCD/GNAQ/PRKCB/MAP2K4/MMP14/ADCY9/PRKCA/EGR1/CAMK2D/MAP3K1/PTK2B/PRKACB/CAMK2G/SOS2/GNAS/CALM1/PLD1/HBEGF/ADCY6/MAP2K2/ADCY4/MAP3K3/MAPK1/SRC/JUN/ITPR2/SOS1/CALML6/MAP3K2/EGFR/MMP2/PLA2G4C/CACNA1C/CAMK2A/MAPK14/PLA2G4A/ADCY5",38
"Organismal Systems","Endocrine system","hsa04920","Adipocytokine signaling pathway","31/1870","64/6792",0.484375,1.75929144385027,3.76159786626475,0.000280328940749474,0.00270205951222409,0.00187705635764998,"RXRA/STAT3/PPARA/ACACB/ACSL1/IKBKB/TNFRSF1A/NFKB1/PTPN11/PRKAG1/CAMKK2/ACSL4/NFKBIA/RXRB/APPL1/G6PC3/TNFRSF1B/PPARGC1A/AKT3/CD36/PRKAB1/ADIPOQ/PRKCQ/SLC2A4/SOCS3/ACSBG1/JAK2/ACSL5/IRS1/ACSL6/NPY",31
"Organismal Systems","Endocrine system","hsa04924","Renin secretion","31/1870","64/6792",0.484375,1.75929144385027,3.76159786626475,0.000280328940749474,0.00270205951222409,0.00187705635764998,"ITPR1/GNAQ/GNAI2/AQP1/CTSB/PRKACB/GNAS/CALM1/PDE1B/ADRB2/NPR1/ADCY6/EDNRA/PPP3CB/PDE1A/PTGER2/PPP3CC/ADCYAP1R1/ITPR2/PDE3A/CALML6/CREB1/AGTR1/ACE/EDN3/CACNA1C/EDN1/ADCY5/CLCA4/AGT/ADRB1",31
"Human Diseases","Cancer: overview","hsa05206","MicroRNAs in cancer","64/1870","159/6792",0.40251572327044,1.46197154676622,3.63308580604622,0.000305049742113107,0.00286087190576346,0.00198737954321199,"NOTCH2/RHOA/PIK3R1/TIMP3/STAT3/ITGA5/RASSF1/PRKCB/GLS/CCND2/PDGFA/PRKCA/NOTCH1/ZEB1/IKBKB/SOS2/PRKCE/ITGB3/NFKB1/RECK/BMPR2/VIM/THBS1/ZEB2/PDGFRB/MAP2K2/SPRY2/EZR/SHC1/APC/FOXP1/MAPK1/BCL2/HMOX1/CD44/BCL2L2/ERBB2/NOTCH3/CYP1B1/ABCC1/ABCB1/SOS1/APC2/MDM4/CCND1/PDGFB/EGFR/CRK/ZFPM2/PTGS2/FGFR3/DICER1/PIK3CD/DDIT4/TPM1/TNC/RDX/IRS1/TP53/EFNA5/MYC/MCL1/PDGFRA/TNR",64
"Organismal Systems","Endocrine system","hsa04915","Estrogen signaling pathway","52/1870","124/6792",0.419354838709677,1.52313265482146,3.62361243290817,0.000343193216311624,0.00313389594895088,0.00217704284031473,"ITPR1/PIK3R1/PRKCD/FKBP5/NCOA1/GNAQ/FOS/GNAI2/NCOA3/ADCY9/SP1/HSP90AB1/PRKACB/SOS2/GNAS/CALM1/CREB3/HBEGF/ADCY6/MAP2K2/ADCY4/KCNJ5/NCOA2/SHC1/GPER1/MAPK1/BCL2/SRC/SHC3/CREB3L2/JUN/AKT3/ITPR2/SOS1/CALML6/RARA/CREB1/ATF6B/CREB3L1/GABBR1/EGFR/HSPA1L/NOS3/MMP2/PIK3CD/KCNJ3/PGR/ESR2/ADCY5/GRM1/GABBR2/KCNJ9",52
"Human Diseases","Cancer: overview","hsa05205","Proteoglycans in cancer","74/1870","190/6792",0.389473684210526,1.41460174500422,3.57262168483191,0.000354817969060813,0.00315697013497697,0.00219307192752837,"ITPR1/RHOA/RRAS/PIK3R1/TIMP3/STAT3/ACTB/ITGA5/PPP1R12B/PRKCB/FGFR1/SLC9A1/EIF4B/PXN/ARAF/CTNNB1/MRAS/PRKCA/CAMK2D/IGF1/PRKACB/CAMK2G/SOS2/HSPB2/FAS/ITGB3/TLR4/GAB1/HBEGF/TGFB1/THBS1/PTPN11/MAP2K2/IQGAP1/EZR/MSN/FGF2/HSPG2/MAPK1/SRC/ANK2/CD44/ERBB2/AKT3/VAV3/FLNA/ANK3/ITPR2/GPC1/SOS1/WNT7B/FN1/HCLS1/IGF1R/CCND1/CAV2/EGFR/DCN/MMP2/FRS2/PIK3CD/SDC2/TWIST2/CBL/CAMK2A/RDX/MAPK14/ITGA2/TP53/MYC/TIAM1/PLCE1/ITGB1/FZD7",74
"Human Diseases","Drug resistance: antineoplastic","hsa01521","EGFR tyrosine kinase inhibitor resistance","35/1870","76/6792",0.460526315789474,1.67267098226851,3.6347204100761,0.000398519671757699,0.00340875081525879,0.00236797796661387,"PIK3R1/STAT3/PRKCB/EIF4E2/IL6R/JAK1/PDGFA/ARAF/PRKCA/FGFR2/IGF1/SOS2/BCL2L1/GAB1/PDGFRB/MAP2K2/FGF2/SHC1/PDGFC/MAPK1/BCL2/AXL/SRC/ERBB2/SHC3/AKT3/SOS1/IGF1R/PDGFB/EGFR/FGFR3/PIK3CD/JAK2/PDGFD/PDGFRA",35
"Environmental Information Processing","Signal transduction","hsa04151","PI3K-Akt signaling pathway","121/1870","338/6792",0.357988165680473,1.30024364775496,3.49007340406216,0.000402763064627119,0.00340875081525879,0.00236797796661387,"PIK3R1/RXRA/ITGA7/COL6A1/CSF1/LAMB2/PPP2R5D/GNG7/ITGA5/LPAR1/EIF4E2/CCND2/IL6R/JAK1/FGFR1/PDGFA/EIF4B/CSF1R/PRKCA/TSC2/FGFR2/LAMA2/COL6A2/HSP90AB1/LAMA4/NTRK2/IGF1/NR4A1/IKBKB/PPP2R1A/SOS2/BCL2L1/JAK3/ITGB3/NFKB1/ITGB4/TLR4/CREB3/THBS1/RBL2/PDGFRB/MAP2K2/CDC37/GYS1/OSMR/YWHAE/FGF2/PDGFC/CCND3/MAPK1/LPAR4/VWF/GHR/BCL2/GNG11/THEM4/ITGA8/G6PC3/ERBB2/PIK3AP1/PPP2R5B/SGK1/CREB3L2/AKT3/IL4R/FGF1/SOS1/EPHA2/FN1/INSR/CREB1/ATF6B/FGF10/THBS4/ITGA6/CREB3L1/FGF7/IGF1R/CCND1/PDGFB/EREG/EGFR/PPP2R1B/NOS3/COL4A3/SGK2/FGFR3/PIK3CD/JAK2/EPO/COL4A2/CHRM2/DDIT4/IL2RG/PPP2CB/PPP2R2D/PDGFD/NGF/GNG12/TEK/TNC/GNG2/ITGA2/IRS1/CD19/TP53/EFNA5/MYC/FLT1/MCL1/GNG13/PIK3R5/GNG3/PDGFRA/ITGB1/NGFR/ITGA9/TCL1A/TNR/COL4A4/PIK3CG",121
"Human Diseases","Cancer: overview","hsa05207","Chemical carcinogenesis - receptor activation","69/1870","176/6792",0.392045454545455,1.4239426349052,3.51222673312468,0.00044587684927069,0.0036837920642126,0.00255904256849594,"NOTCH2/GSTM4/PIK3R1/RXRA/GSTM1/STAT3/AR/GSTM2/RPS6KA2/FOS/GSTM3/BCL6/PRKCB/GNAI2/PPARA/STAT5B/ADCY9/PRKCA/ARRB1/EPHX2/HSP90AB1/ARNT/PRKACB/SOS2/GNAS/AIP/NFKB1/CREB3/EPHX1/ADRB2/ADCY6/MAP2K2/ADCY4/FGF2/CCND3/MAPK1/RXRB/BCL2/SRC/KPNA4/CREB3L2/JUN/AKT3/CYP1B1/SOS1/CREB1/ATF6B/FGF10/CREB3L1/FGF7/JAG1/CCND1/ARRB2/EGFR/KLF4/VDR/PIK3CD/JAK2/CACNA1C/PGR/ESR2/ADCY5/MYC/CYP1A1/UGT2B17/RB1/GSTT1/UGT2B28/ADRB1",69
"Environmental Information Processing","Signal transduction","hsa04371","Apelin signaling pathway","53/1870","129/6792",0.410852713178295,1.49225220743689,3.47908055593981,0.000549070160286845,0.00443086850277989,0.00307801876880508,"ITPR1/RRAS/MEF2C/MAP1LC3B/GNG7/GNAQ/GNAI2/SLC9A1/ADCY9/MRAS/EGR1/SMAD3/PLIN1/KLF2/PRKACB/MEF2D/BECN1/PRKCE/CALM1/ADCY6/PRKAG1/MAP2K2/ADCY4/APLNR/MAPK1/GNG11/LIPE/GNA13/SLC8A1/PPARGC1A/NOTCH3/AKT3/PRKAB1/ITPR2/MYLK/CALML6/RYR1/AGTR1/JAG1/CCND1/ACTA2/NOS3/GNG12/MYL3/GNG2/MYL4/ADCY5/GNG13/PIK3R5/GNG3/MYL2/PLAT/PIK3CG",53
"Organismal Systems","Endocrine system","hsa04925","Aldosterone synthesis and secretion","40/1870","92/6792",0.434782608695652,1.57916763543362,3.44728874241066,0.0006833759175954,0.00538935098649099,0.00374385371122839,"ITPR1/ATP2B4/PDE2A/GNAQ/PRKCB/ATP1A2/DAGLB/ADCY9/PRKCA/CAMK1/CAMK2D/NR4A1/PRKACB/CAMK2G/GNAS/PRKCE/CALM1/CREB3/NPR1/ADCY6/ADCY4/KCNJ5/ATP1B2/LIPE/CYP11B2/CREB3L2/ITPR2/CALML6/CREB1/ATF6B/CREB3L1/AGTR1/STAR/CACNA1C/CAMK2A/LDLR/ATP2B2/ADCY5/CYP11A1/AGT",40
"Organismal Systems","Endocrine system","hsa04926","Relaxin signaling pathway","50/1870","122/6792",0.409836065573771,1.48855965635136,3.35622805752713,0.000832296331300255,0.00635503546971417,0.00441469171110131,"PIK3R1/TGFBR2/GNG7/FOS/EDNRB/MAP2K4/GNAI2/ADCY9/PRKCA/ARRB1/PRKACB/SOS2/GNAS/NFKB1/CREB3/TGFB1/ADCY6/MAP2K2/ADCY4/SHC1/NFKBIA/MAPK1/GNG11/SRC/SHC3/CREB3L2/JUN/AKT3/SOS1/CREB1/ATF6B/CREB3L1/ARRB2/EGFR/ACTA2/NOS3/COL4A3/MMP2/PIK3CD/COL4A2/GNG12/GNG2/MAPK14/RXFP1/EDN1/ADCY5/GNG13/GNG3/INSL3/COL4A4",50
"Environmental Information Processing","Signaling molecules and interaction","hsa04514","Cell adhesion molecules","59/1870","149/6792",0.395973154362416,1.43820837670028,3.33356207776176,0.00084245426976038,0.00635503546971417,0.00441469171110131,"GLG1/ICAM2/CD99/CD34/CD99L2/NECTIN2/PTPRS/NLGN2/ESAM/JAM2/PECAM1/CNTNAP1/CD4/SELPLG/NRXN2/ICAM1/PTPRM/HLA-E/ITGA8/NEO1/CD22/JAM3/NCAM1/CD28/PDCD1LG2/SDC3/ITGA6/ITGB2/ICAM3/CD276/MAG/ITGAM/HLA-G/HLA-DRB4/CDH5/VCAN/LRRC4B/PVR/CADM3/SDC2/SELE/NCAM2/CD40/CNTN2/ITGAL/CD6/PTPRC/NEGR1/HLA-DRB1/HLA-B/LRRC4/CLDN5/ITGB1/ITGA9/HLA-DMA/NLGN4X/HLA-DRA/SELL/JAML",59
"Organismal Systems","Immune system","hsa04662","B cell receptor signaling pathway","35/1870","79/6792",0.443037974683544,1.60915183104312,3.35658492584616,0.000961354444368988,0.00709765940842636,0.00493057486585663,"PIK3R1/FOS/PRKCB/IKBKB/SOS2/NFKB1/CD81/INPP5D/MAP2K2/PPP3CB/NFKBIA/MAPK1/LILRA1/PPP3CC/PIK3AP1/LILRB3/JUN/AKT3/VAV3/CD22/SOS1/LYN/CARD11/LILRA2/CD79A/CD79B/PIK3CD/LILRA5/RAC2/CD19/IFITM1/LILRA6/LILRB1/BLNK/DAPP1",35
"Human Diseases","Cancer: overview","hsa05231","Choline metabolism in cancer","39/1870","91/6792",0.428571428571429,1.55660809778457,3.29471058646023,0.00110980671353262,0.0080229776999129,0.00557337143418794,"PIK3R1/FOS/PRKCB/SLC44A2/WASF2/PDGFA/PLPP3/PRKCA/TSC2/DGKA/SP1/PLPP1/SOS2/PLD1/PIP5K1A/PDGFRB/MAP2K2/PDGFC/PIP5K1C/MAPK1/PCYT1A/DGKZ/DGKQ/JUN/AKT3/RALGDS/CHKA/SOS1/PDGFB/CHPT1/EGFR/PIK3CD/PLA2G4C/PDGFD/RAC2/PLA2G4A/SLC22A3/PDGFRA/WASF3",39
"Cellular Processes","Transport and catabolism","hsa04137","Mitophagy - animal","36/1870","83/6792",0.433734939759036,1.57536241221571,3.25063719624599,0.00131013953493774,0.00927792691068155,0.00644515474759919,"TFE3/RRAS/FKBP8/MAP1LC3B/GABARAP/FIS1/GABARAPL1/ATG9A/NBR1/PINK1/ARIH1/AMFR/MON1A/MRAS/SQSTM1/UBC/MFN2/SP1/RAB5B/RAB5A/BECN1/TBC1D17/BCL2L1/SMURF1/MITF/BNIP3L/CSNK2B/CITED2/OPTN/SRC/RAB7B/BCL2L13/JUN/TFEB/AMBRA1/TP53",36
"Human Diseases","Drug resistance: antineoplastic","hsa01522","Endocrine resistance","39/1870","92/6792",0.423913043478261,1.53968844454778,3.21230294214517,0.00142359541242981,0.00987975216226287,0.00686322840939844,"NOTCH2/PIK3R1/NCOR1/FOS/NCOA3/ARAF/ADCY9/NOTCH1/SP1/IGF1/PRKACB/SOS2/GNAS/HBEGF/ADCY6/MAP2K2/ADCY4/SHC1/GPER1/MAPK1/BCL2/SRC/ERBB2/NOTCH3/SHC3/JUN/AKT3/SOS1/IGF1R/JAG1/CCND1/EGFR/MMP2/PIK3CD/MAPK14/ESR2/TP53/ADCY5/RB1",39
"Organismal Systems","Excretory system","hsa04962","Vasopressin-regulated water reabsorption","21/1870","42/6792",0.5,1.81604278074866,3.26965966401536,0.00159178666514238,0.0108303916236158,0.00752361499107544,"ARHGDIA/VAMP2/STX4/ARHGDIB/ADCY9/DCTN1/RAB5B/PRKACB/GNAS/RAB5A/CREB3/DYNC1H1/ADCY6/DYNC1LI2/RAB11B/NSF/CREB3L2/AQP3/CREB1/DYNC2H1/CREB3L1",21
"Cellular Processes","Cellular community - eukaryotes","hsa04540","Gap junction","35/1870","81/6792",0.432098765432099,1.56941968706675,3.17759272256278,0.00164633552924232,0.0109861236278286,0.0076317983035727,"ITPR1/GNAQ/PRKCB/LPAR1/GNAI2/PDGFA/ADCY9/PRKCA/PRKACB/SOS2/GNAS/ADCY6/PDGFRB/MAP2K2/ADCY4/PDGFC/MAPK1/SRC/PRKG1/MAP2K5/ITPR2/SOS1/MAP3K2/PDGFB/EGFR/PDGFD/ADCY5/TUBB1/TUBB6/PDGFRA/HTR2A/TUBB4A/GRM5/ADRB1/GRM1",35
"Human Diseases","Substance dependence","hsa05032","Morphine addiction","37/1870","87/6792",0.425287356321839,1.54468006638392,3.15150921076143,0.00173951689084228,0.0113889124740051,0.00791160611723698,"PDE2A/PDE4B/GNG7/PDE4A/PRKCB/GNAI2/ADCY9/GRK2/PRKCA/PDE8B/ARRB1/PRKACB/GNAS/PDE1B/ADCY6/ADCY4/KCNJ5/PDE1A/GNG11/PDE7B/PDE8A/GRK5/PDE3A/GABBR1/ARRB2/KCNJ3/GNG12/GNG2/GABRA2/ADCY5/PDE4D/GNG13/GNG3/GABRB1/GABRA1/GABBR2/KCNJ9",37
"Organismal Systems","Endocrine system","hsa04921","Oxytocin signaling pathway","55/1870","141/6792",0.390070921985816,1.41677096370463,3.08233899354856,0.00186392546309494,0.0119499300260509,0.0083013316425471,"ITPR1/RHOA/MEF2C/ACTB/PPP1R12B/GNAQ/MYL9/EEF2/FOS/PRKCB/GNAI2/ADCY9/PRKCA/CAMK1/CAMK2D/PRKACB/CAMK2G/GNAS/CALM1/NPR1/ADCY6/PRKAG1/MAP2K2/ADCY4/PPP3CB/KCNJ5/CAMKK2/RCAN1/MAPK1/CACNB2/SRC/PPP3CC/CACNB1/JUN/PRKAB1/MAP2K5/ITPR2/MYLK/CALML6/RYR1/CCND1/EGFR/PTGS2/NOS3/PLA2G4C/KCNJ3/NPR2/CACNA1C/CAMK2A/PLA2G4A/ADCY5/PIK3R5/CACNG3/PIK3CG/KCNJ9",55
"Human Diseases","Infectious disease: bacterial","hsa05132","Salmonella infection","81/1870","222/6792",0.364864864864865,1.32522040757335,3.03660607130738,0.00192157607840908,0.0119499300260509,0.0083013316425471,"RHOA/VPS39/RRAS/RHOB/ARPC4/RHOG/TCF7L2/ACTB/VPS18/ACTR1A/MYL9/AHNAK/FOS/MAP2K4/DNM2/TXN2/CYTH3/PLEKHM2/CTNNB1/WASL/FYCO1/CYCS/DCTN1/RAB5B/M6PR/HSP90AB1/ACTR2/ELMO2/IKBKB/EXOC4/TNFRSF1A/RAB5A/ARL8B/NFKB1/TLR4/ARPC2/DYNC1H1/SNX18/MAP2K2/MYL10/CYTH1/MYL5/RIPK3/RHOJ/NCKAP1L/FHOD1/ELMO1/NFKBIA/PFN1/MAPK1/TCF7L1/RILP/BCL2/DYNC1LI2/GAPDH/SNX33/KPNA4/RAB7B/JUN/AKT3/FLNA/DYNC2H1/PIK3CD/CYTH4/PIK3C2A/NLRP3/AHNAK2/MAPK14/TUBB1/LEF1/PTPRC/MYC/TUBB6/TNFRSF10B/MYL2/TUBB4A/TCF7/CD14/WASF3/TNFSF10/PIK3CG",81
"Organismal Systems","Nervous system","hsa04728","Dopaminergic synapse","49/1870","123/6792",0.398373983739837,1.44692839441763,3.08302472826174,0.0019285189667402,0.0119499300260509,0.0083013316425471,"ITPR1/COMT/PPP2R5D/GNG7/GNAQ/FOS/PRKCB/GNAI2/PRKCA/ARRB1/CAMK2D/PRKACB/CAMK2G/PPP2R1A/GNAS/CALM1/CREB3/GNAL/MAOA/PPP3CB/KCNJ5/MAOB/GNG11/PPP3CC/PPP2R5B/CREB3L2/AKT3/ITPR2/CALML6/CREB1/ATF6B/CREB3L1/ARRB2/GRIA3/PPP2R1B/KCNJ3/PPP2CB/PPP2R2D/GRIN2A/CACNA1C/GNG12/CAMK2A/GNG2/MAPK14/ADCY5/GNG13/GNG3/PPP1R1B/KCNJ9",49
"Organismal Systems","Digestive system","hsa04970","Salivary secretion","34/1870","79/6792",0.430379746835443,1.56317606444189,3.10324650139515,0.00206774849465828,0.0124792248057741,0.0086690201138246,"ITPR1/CST3/ATP2B4/VAMP2/GNAQ/PRKCB/ATP1A2/SLC9A1/ADCY9/PRKCA/PRKACB/GNAS/CALM1/ADRB2/ADCY6/ADCY4/ATP1B2/ADRA1A/PRKG1/ITPR2/CALML6/ADRA1B/MUC5AC/TRPV6/PRB1/ATP2B2/ADCY5/MUC5B/LPO/AQP5/CHRM3/STATH/MUC7/ADRB1",34
"Environmental Information Processing","Signal transduction","hsa04024","cAMP signaling pathway","77/1870","210/6792",0.366666666666667,1.33176470588235,3.01007803618192,0.00210642705278983,0.0124792248057741,0.0086690201138246,"FXYD1/RHOA/RRAS/PIK3R1/ATP2B4/GLI3/PDE4B/PDE4A/MYL9/FOS/ATP1A2/GNAI2/SLC9A1/PPARA/ADCY9/RAPGEF3/RAP1A/CAMK2D/ACOX1/PRKACB/CAMK2G/GNAS/CALM1/NFKB1/PLD1/CREB3/ADRB2/NPR1/ADCY6/MAP2K2/EDNRA/ADCY4/ACOX3/ATP1B2/NPY1R/PTGER3/NFKBIA/VIPR2/MAPK1/LIPE/GRIN1/PTGER2/CREB3L2/POPDC2/JUN/ADCYAP1R1/AKT3/VAV3/ATP2A3/PDE3A/CALML6/ATP2A2/CREB1/CREB3L1/GABBR1/GRIA3/EDN3/PIK3CD/CHRM2/GRIN2A/CACNA1C/CAMK2A/RAC2/ATP2B2/PLN/EDN1/ADCY5/PDE4D/VIP/TIAM1/PLCE1/ATP2A1/HHIP/PPP1R1B/ADRB1/NPY/GABBR2",77
"Human Diseases","Cancer: specific types","hsa05221","Acute myeloid leukemia","28/1870","62/6792",0.451612903225806,1.64029670519234,3.12166606663681,0.00212182784882039,0.0124792248057741,0.0086690201138246,"ZBTB16/PIK3R1/TCF7L2/STAT3/STAT5B/CSF1R/ARAF/IKBKB/SOS2/NFKB1/MAP2K2/MAPK1/TCF7L1/PML/AKT3/SOS1/RARA/CCND1/ITGAM/PIK3CD/CEBPA/DUSP6/LEF1/MYC/SPI1/TCF7/CD14/MPO",28
"Organismal Systems","Sensory system","hsa04750","Inflammatory mediator regulation of TRP channels","37/1870","88/6792",0.420454545454545,1.52712688381138,3.06765392299357,0.00221975596507249,0.0128375886646692,0.00891796694739649,"ITPR1/PIK3R1/PRKCD/GNAQ/PRKCB/ADCY9/PRKCA/CAMK2D/IGF1/PRKACB/CAMK2G/GNAS/PRKCE/CALM1/ADCY6/ADCY4/PRKCH/SRC/PTGER2/TRPV2/ITPR2/PRKCQ/CALML6/IL1R1/ASIC4/PIK3CD/PLA2G4C/NGF/CAMK2A/HRH1/MAPK14/P2RY2/PLA2G4A/ADCY5/HTR2A/F2RL1/BDKRB2",37
"Human Diseases","Infectious disease: viral","hsa05163","Human cytomegalovirus infection","75/1870","205/6792",0.365853658536585,1.3288117907917,2.94643825847123,0.00255769415652045,0.0143148366502032,0.00994417592263468,"ITPR1/RHOA/PIK3R1/STAT3/GNG7/GNAQ/PRKCB/IL6R/JAK1/GNAI2/AKAP13/PXN/TAPBP/ADCY9/CTNNB1/PRKCA/CXCL12/TSC2/CYCS/SP1/PTK2B/PRKACB/IKBKB/SOS2/TNFRSF1A/GNAS/FAS/ITGB3/CALM1/NFKB1/CREB3/ADCY6/MAP2K2/ADCY4/PPP3CB/PTGER3/NFKBIA/MAPK1/GNG11/SRC/HLA-E/PTGER2/PPP3CC/GNA13/CREB3L2/AKT3/ITPR2/SOS1/CALML6/CREB1/ATF6B/CREB3L1/CCND1/IL1R1/EGFR/CRK/BCAR1/CX3CL1/PTGS2/HLA-G/PIK3CD/GNG12/RAC2/GNG2/MAPK14/B2M/TP53/ADCY5/MYC/GNG13/GNG3/PDGFRA/HLA-B/CXCR2/RB1",75
"Human Diseases","Infectious disease: viral","hsa05166","Human T-cell leukemia virus 1 infection","75/1870","205/6792",0.365853658536585,1.3288117907917,2.94643825847123,0.00255769415652045,0.0143148366502032,0.00994417592263468,"TLN1/PIK3R1/TGFBR2/KAT5/ZFP36/FOS/NFKB2/CCND2/JAK1/MAP2K4/STAT5B/ADCY9/EGR1/VDAC1/GPS2/SMAD3/KAT2B/MAP3K1/PRKACB/IKBKB/TNFRSF1A/BCL2L1/JAK3/TGFB3/NFKB1/CREB3/TGFB1/ADCY6/MAP2K2/ADCY4/MAP3K3/PPP3CB/CD4/TLN2/NFKBIA/CCND3/MAPK1/ICAM1/HLA-E/PPP3CC/ETS1/CREB3L2/JUN/AKT3/RELB/CANX/CREB1/ATF6B/CREB3L1/SLC25A6/ITGB2/CCND1/IL1R1/SRF/HLA-G/PIK3CD/HLA-DRB4/MAD1L1/IL2RG/CD40/ITGAL/NRP1/B2M/TP53/ADCY5/MSX2/MYC/HLA-DRB1/HLA-B/IL1R2/SPI1/HLA-DMA/RB1/HLA-DRA/CD3E",75
"Organismal Systems","Immune system","hsa04666","Fc gamma R-mediated phagocytosis","37/1870","89/6792",0.415730337078652,1.50996815477979,2.98483490429532,0.00281025738411806,0.015478719242682,0.010752697426283,"PIK3R1/ARPC4/PRKCD/PRKCB/BIN1/WASF2/DNM2/PLPP3/PRKCA/VASP/ACTR2/PLPP1/GSN/PRKCE/PLD1/CFL2/ARPC2/PIP5K1A/INPP5D/DOCK1/CFL1/PIP5K1C/MAPK1/AKT3/LIMK1/VAV3/ASAP3/LIMK2/LYN/ASAP1/CRK/PIK3CD/PLA2G4C/RAC2/PLA2G4A/PTPRC/WASF3",37
