"category","subcategory","ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"Human Diseases","Cardiovascular disease","hsa05410","Hypertrophic cardiomyopathy","52/2723","96/6792",0.541666666666667,1.35108336393683,2.83390303252686,0.0034519040128151,0.0430255178740168,0.035686977576096,"ITGA7/ACTB/ITGA5/SSPN/DAG1/LAMA2/IGF1/TGFB3/ITGB3/ITGB4/LMNA/TGFB1/PRKAG1/ACTC1/DES/CACNB2/SNTA1/ITGA8/CACNB1/SNTB2/SLC8A1/ATP2A3/PRKAB1/TPM3/SGCA/TPM2/ATP2A2/DMD/ITGA6/PRKAA1/ACE/SGCD/SNTB1/TPM1/CACNA1C/TPM4/TTN/MYL3/ITGA2/TNNC1/EDN1/ITGB8/ITGB1/MYL2/CACNG3/TNNT2/ATP2A1/SGCB/ITGA9/AGT/MYH7/SGCG",52
"Cellular Processes","Cellular community - eukaryotes","hsa04510","Focal adhesion","96/2723","193/6792",0.49740932642487,1.24069193723016,2.77490406859525,0.00369386576127563,0.0444537638167308,0.036871618306744,"ZYX/ILK/TLN1/RHOA/PIK3R1/RAPGEF1/ITGA7/COL6A1/ACTB/LAMB2/PARVB/ITGA5/PPP1R12B/MYL9/MAPK8/PRKCB/CCND2/PDGFA/PXN/CTNNB1/PRKCA/RAP1A/VASP/LAMA2/COL6A2/LAMA4/IGF1/SOS2/EGFR/ITGB3/ITGB4/ARHGAP35/ROCK1/THBS1/PIP5K1A/PDGFRB/MYL10/MYL5/DOCK1/SHC1/PDGFC/VAV2/PIP5K1C/TLN2/CCND3/MAPK1/VWF/BCL2/ACTN1/SRC/ITGA8/EMP1/ERBB2/SHC3/JUN/PTK2/AKT3/VCL/VAV3/FLNA/EMP2/SOS1/MYLK/FN1/PARVA/THBS4/ITGA6/IGF1R/CCND1/PDGFB/CAV2/FLNB/CRK/BCAR1/RASGRF1/COL4A3/PIK3CD/IBSP/COL4A2/ARHGAP5/FYN/PDGFD/VEGFA/RAC2/TNC/ITGA2/PARVG/FLT1/PDGFRA/ITGB8/ITGB1/MYL2/ITGA9/MET/TNR/COL4A4",96
"Human Diseases","Cancer: specific types","hsa05210","Colorectal cancer","45/2723","82/6792",0.548780487804878,1.3688274231255,2.74862638683795,0.00454915273301696,0.0529218101274307,0.0438953333887602,"MSH6/MSH2/RHOA/BIRC5/PIK3R1/PMAIP1/TGFBR2/TCF7L2/SMAD2/GADD45B/FOS/MAPK8/RALB/ARAF/CTNNB1/SMAD3/CASP3/CYCS/NRAS/SOS2/EGFR/POLK/TGFB3/TGFB1/MAP2K2/BCL2L11/APC/MAPK1/TCF7L1/BCL2/APPL1/JUN/AKT3/RALGDS/SOS1/APC2/CCND1/EREG/DCC/PIK3CD/RAC2/TP53/LEF1/MYC/TCF7",45
"Human Diseases","Cardiovascular disease","hsa05418","Fluid shear stress and atherosclerosis","65/2723","126/6792",0.515873015873016,1.28674606089222,2.65764469831275,0.00549152825773848,0.0618239794177655,0.0512791263456055,"GSTM4/RHOA/PIK3R1/MEF2C/GSTM1/ACTB/GSTM2/FOS/GSTM3/MAPK8/DUSP1/MAP2K4/PDGFA/TXN2/SUMO1/CTNNB1/SQSTM1/MAP3K7/KLF2/HSP90AB1/TXN/IKBKB/TNFRSF1A/MAP3K5/ITGB3/CALM1/NFKB1/BMPR2/PECAM1/ICAM1/BCL2/HMOX1/SRC/ACVR2B/JUN/PTK2/AKT3/BMP4/MAP2K5/GPC1/CALML6/THBD/PRKAA1/PDGFB/CAV2/IL1R1/BMPR1B/NOS3/MMP2/PIK3CD/CDH5/SDC2/SELE/VEGFA/RAC2/MAPK14/TP53/EDN1/MAPK13/NFE2L2/ARHGEF2/ASS1/IL1R2/PLAT/GSTT1",65
"Cellular Processes","Transport and catabolism","hsa04144","Endocytosis","106/2723","218/6792",0.486238532110092,1.21282853841048,2.61270333996305,0.00579602479636175,0.0632128954353204,0.0524311453618251,"CHMP5/RHOA/IQSEC1/TGFBR2/ARPC4/VTA1/EHD2/CAPZB/SMAD2/EHD1/ARFGAP2/VPS4B/CLTB/GBF1/PDCD6IP/SNX4/BIN1/MDM2/DNM2/ARPC5L/CYTH3/GRK2/SNX1/WASL/VPS28/PSD4/PRKCI/RABEP1/SMAD3/ARRB1/FGFR2/WIPF3/CHMP4B/TFRC/LDLRAP1/RNF41/GIT1/GIT2/RAB5B/ACTR2/RAB35/SH3KBP1/RAB11FIP5/RAB5A/EGFR/SMURF1/ARF3/CHMP4C/PLD1/ARPC2/SMURF2/ITCH/PIP5K1A/AP2B1/AP2M1/CYTH1/EHD3/PIP5K1C/IGF2R/CHMP6/RAB31/PML/WIPF1/SRC/ACAP1/HLA-E/RAB11B/IQSEC3/IQSEC2/SNX5/ASAP3/GRK5/EPS15L1/ZFYVE16/IGF1R/AP2A1/ARFGEF2/CAV2/VPS37D/ARRB2/SH3GLB2/KIF5C/ASAP1/HSPA1L/ARFGAP1/DAB2/SH3GL3/FGFR3/HLA-G/CYTH4/IL2RG/CBL/SNX12/SMAP2/CXCR4/LDLR/RAB11FIP3/STAM2/EEA1/AGAP2/CYTH2/PDGFRA/HLA-B/FOLR3/CXCR2/SH3GL2",106
"Organismal Systems","Endocrine system","hsa04926","Relaxin signaling pathway","63/2723","122/6792",0.516393442622951,1.28804416536727,2.62617052035679,0.0060256810400293,0.0637261419081887,0.0528568512283272,"PIK3R1/RLN2/TGFBR2/SMAD2/GNG7/FOS/MAPK8/EDNRB/MAP2K4/GNAI2/GNAI3/GNG4/ATF2/ADCY9/PRKCA/ARRB1/CREB3L4/NRAS/PRKACB/SOS2/GNAS/EGFR/NFKB1/GNGT1/CREB3/TGFB1/ADCY6/MAP2K2/ADCY4/SHC1/NFKBIA/MAPK1/GNG11/SRC/SHC3/CREB3L2/JUN/AKT3/SOS1/CREB1/ATF6B/CREB3L1/MMP1/ARRB2/ACTA2/NOS3/COL4A3/MMP2/PIK3CD/COL4A2/VEGFA/GNG12/GNG2/MAPK14/RXFP1/EDN1/ADCY5/MAPK13/GNG13/GNG3/INSL3/COL4A4/GNAO1",63
"Human Diseases","Cancer: overview","hsa05207","Chemical carcinogenesis - receptor activation","87/2723","176/6792",0.494318181818182,1.23298167128501,2.56169359815902,0.0068514636767892,0.0703282595058657,0.0583328950810226,"KPNA2/NOTCH2/GSTM4/CDC6/MIRLET7D/BIRC5/PIK3R1/RXRA/GSTM1/E2F1/STAT3/AR/GSTM2/RPS6KA2/FOS/GSTM3/BCL6/PRKCB/GNAI2/GNAI3/PPARA/STAT5B/ATF2/ADCY9/PRKCA/ARRB1/EPHX2/CREB3L4/HSP90AB1/ARNT/NRAS/PRKACB/SOS2/GNAS/AIP/EGFR/NFKB1/CREB3/EPHX1/ADRB2/ADCY6/MAP2K2/ADCY4/FGF2/CCND3/DLL3/MAPK1/RXRB/BCL2/CDC25A/SRC/KPNA4/KPNA5/CREB3L2/JUN/AKT3/CYP1B1/SOS1/CREB1/ATF6B/FGF10/CREB3L1/FGF7/JAG1/CCND1/ARRB2/KLF4/VDR/PIK3CD/JAK2/VEGFA/CACNA1C/CACNA1B/PGR/ESR2/ADCY5/MYC/CYP1A1/UGT2B17/RB1/GSTT1/RPS6KA6/UGT2B28/KLF5/DLL1/ADRB1/EPHX4",87
"Genetic Information Processing","Translation","hsa03013","Nucleocytoplasmic transport","48/2723","90/6792",0.533333333333333,1.33029746603011,2.58030548657223,0.00716872601911555,0.0714824394477522,0.0592902151956925,"UPF3B/NDC1/NUP133/CSE1L/KPNA2/THOC1/RBM8A/NUP107/NUP35/NUP54/XPOT/XPO1/NUP43/NUP160/RAE1/SEC13/NUP37/NCBP2/NUP155/NUP58/TNPO1/NUP85/PHAX/PNN/MAGOHB/SUMO1/NXT1/THOC2/SRRM1/AHCTF1/NXT2/POM121C/NMD3/UPF3A/XPO7/RANBP2/TNPO2/RANBP17/KPNA4/KPNA5/DDX19B/RANGAP1/NUP98/GLE1/UBE2I/TPR/IPO9/TMEM33",48
"Human Diseases","Cancer: overview","hsa05205","Proteoglycans in cancer","93/2723","190/6792",0.489473684210526,1.22089800336316,2.52625782579979,0.00747829169008275,0.0724978833288577,0.060132462420256,"ITPR1/RHOA/RRAS/PIK3R1/TIMP3/DROSHA/STAT3/SMAD2/ACTB/HOXD10/ITGA5/PPP1R12B/PRKCB/MDM2/FGFR1/SLC9A1/EIF4B/PXN/ARAF/CTNNB1/MRAS/PRKCA/FZD3/CASP3/CAMK2D/NRAS/IGF1/PRKACB/CAMK2G/SOS2/HSPB2/EGFR/FAS/ITGB3/TLR4/GAB1/HBEGF/ROCK1/TGFB1/THBS1/PTPN11/MAP2K2/FZD6/IQGAP1/EZR/MSN/FGF2/VAV2/HSPG2/MAPK1/SRC/ANK2/CD44/ERBB2/PTK2/AKT3/VAV3/FLNA/ANK3/ITPR2/GPC1/SOS1/WNT7B/FN1/HCLS1/IGF1R/CCND1/CAV2/HPSE/DCN/MMP2/FRS2/PIK3CD/SDC2/TWIST2/ITPR3/VEGFA/CBL/CAMK2A/RDX/MAPK14/ITGA2/TP53/MAPK13/FZD9/MYC/TIAM1/PLCE1/ITGB1/LUM/MET/FZD7/WNT11",93
"Human Diseases","Cancer: specific types","hsa05222","Small cell lung cancer","46/2723","86/6792",0.534883720930233,1.33416460982671,2.55108392092947,0.00781800494179143,0.0737428033698705,0.0611650457750396,"CCNE2/SKP2/CKS1B/PIK3R1/FHIT/RXRA/E2F1/E2F3/MAX/LAMB2/CKS2/CCNE1/GADD45B/CDK2/CASP3/CYCS/LAMA2/LAMA4/IKBKB/POLK/BCL2L1/APAF1/NFKB1/NFKBIA/RXRB/BCL2/RARB/PTK2/AKT3/E2F2/FN1/ITGA6/CCND1/ZBTB17/PTGS2/COL4A3/PIK3CD/TRAF5/COL4A2/ITGA2/TP53/MYC/ITGB1/RB1/COL4A4/CDKN2B",46
"Metabolism","Lipid metabolism","hsa00565","Ether lipid metabolism","24/2723","40/6792",0.6,1.49658464928388,2.57664098222989,0.00845267513998715,0.0776311479961978,0.0643901845843897,"PAFAH1B1/PLPP3/PLA2G3/PLPP1/PAFAH1B3/PLD1/PLA2G12A/PLD3/PLD4/PLA2G2A/PAFAH2/AGPS/LPCAT2/LPCAT1/ENPP2/LPCAT4/UGT8/PLA2G5/GDPD1/CHPT1/PLA2G4C/PLA2G4A/ENPP6/PLA2G7",24
"Environmental Information Processing","Signaling molecules and interaction","hsa04514","Cell adhesion molecules","74/2723","149/6792",0.496644295302013,1.23878371417234,2.41080760128527,0.0104759605903226,0.0896390859937716,0.0743500185440723,"GLG1/ICAM2/CD99/CD34/CD99L2/NECTIN2/F11R/PTPRS/NLGN2/ESAM/JAM2/PECAM1/CXADR/CNTNAP1/CD4/SELPLG/NRXN2/ICAM1/PTPRM/HLA-E/ITGA8/CLDN3/NEO1/NRCAM/CD22/CADM1/JAM3/NCAM1/CD28/PDCD1LG2/SDC3/ITGA6/OCLN/ITGB2/CDH1/ICAM3/CDH2/CD276/MAG/ITGAM/CNTNAP2/HLA-G/HLA-DRB4/CDH5/VCAN/LRRC4B/PVR/CADM3/SDC2/SELE/NCAM2/CD40/CNTN2/CLDN4/ITGAL/CD6/PTPRC/NEGR1/HLA-DRB1/SLITRK6/HLA-B/LRRC4/CLDN5/ALCAM/ITGB8/ITGB1/ITGA9/HLA-DMA/NLGN4X/HLA-DRA/CLDN18/SELL/ICOS/JAML",74
"Human Diseases","Cancer: overview","hsa05203","Viral carcinogenesis","74/2723","149/6792",0.496644295302013,1.23878371417234,2.41080760128527,0.0104759605903226,0.0896390859937716,0.0743500185440723,"CCNE2/SKP2/CHEK1/CDKN2A/CCNA2/HDAC2/CDK1/RHOA/PIK3R1/PMAIP1/IL6ST/ATP6V0D1/GTF2H3/STAT3/YWHAQ/SCRIB/CCNE1/NFKB2/CDK2/RBL1/MDM2/CCND2/JAK1/POLB/STAT5B/PXN/CDC20/ATF2/VDAC3/CASP3/KAT2B/C3/CREB3L4/NRAS/PRKACB/RANBP1/GSN/JAK3/NFKB1/MRPS18B/CREB3/RBL2/YWHAE/NFKBIA/CCND3/MAPK1/PKM/ACTN1/SRC/SYK/HLA-E/EGR3/RASA2/CREB3L2/JUN/REL/CREB1/ATF6B/HDAC11/LYN/CREB3L1/MAPKAPK2/CCND1/SRF/HLA-G/PIK3CD/TRAF5/MAD1L1/SP100/TP53/HLA-B/SCIN/RB1/CDKN2B",74
"Organismal Systems","Endocrine system","hsa03320","PPAR signaling pathway","39/2723","72/6792",0.541666666666667,1.35108336393683,2.44984554085436,0.0105306662628786,0.0896390859937716,0.0743500185440723,"ILK/PLTP/RXRA/PLIN4/PPARA/SLC27A4/SLC27A1/SORBS1/UBC/ACAA1/PLIN1/ACOX1/ACOX2/ACSL1/ACOX3/FABP3/ACSL4/PLIN5/RXRB/HMGCS1/ANGPTL4/SCD/CD36/ADIPOQ/NR1H3/MMP1/FABP4/EHHADH/SLC27A2/ACSBG1/ACSL5/PPARG/APOA1/LPL/SLC27A6/GK/ACSL6/HMGCS2/APOA2",39
"Cellular Processes","Transport and catabolism","hsa04137","Mitophagy - animal","44/2723","83/6792",0.530120481927711,1.32228362587331,2.41654692227219,0.0112127616375306,0.0931727097975753,0.0772809386045339,"TFE3/RRAS/FKBP8/E2F1/MAP1LC3B/GABARAP/FIS1/GABARAPL1/ATG9A/NBR1/PINK1/ARIH1/MFN1/AMFR/MON1A/OPA1/MAPK8/MRAS/SQSTM1/UBC/MFN2/SP1/RAB5B/NRAS/MTX2/RAB5A/BECN1/TBC1D17/BCL2L1/SMURF1/MITF/BNIP3L/SMURF2/CSNK2B/CITED2/OPTN/SRC/RAB7B/BCL2L13/JUN/TFEB/BNIP3/AMBRA1/TP53",44
"Organismal Systems","Circulatory system","hsa04261","Adrenergic signaling in cardiomyocytes","72/2723","145/6792",0.496551724137931,1.23855281320045,2.37521291029901,0.0115269323961627,0.0935558001455996,0.0775986881014625,"ATP2B4/PPP2R5D/GNAQ/ATP1A2/GNAI2/SLC9A1/GNAI3/ATF2/ADCY9/RAPGEF3/PRKCA/CAMK2D/CREB3L4/PRKACB/CAMK2G/PPP2R1A/GNAS/PPP1R1A/CALM1/CREB3/ADRB2/ADCY6/ADCY4/ACTC1/ATP1B2/SCN4B/MAPK1/CACNB2/BCL2/ADRA1A/CACNB1/SLC8A1/PPP2R5B/CREB3L2/POPDC2/AKT3/ATP2A3/TPM3/CALML6/TPM2/ATP2A2/CREB1/ATF6B/ADRA1B/CREB3L1/AGTR1/PPP2R1B/SCN1B/TPM1/PPP2CB/PPP2R2D/CACNA1C/TPM4/CAMK2A/ATP2B2/MYL3/MAPK14/TNNC1/PLN/MYL4/ADCY5/MAPK13/PIK3R5/MYL2/CACNG3/TNNT2/ATP2A1/AGT/MYH7/PIK3CG/POPDC3/ADRB1",72
"Environmental Information Processing","Signal transduction","hsa04022","cGMP-PKG signaling pathway","75/2723","152/6792",0.493421052631579,1.23074395500319,2.35350392825405,0.0121169863827205,0.096109732899306,0.079717015675793,"ITPR1/RHOA/ATP2B4/MEF2C/PDE2A/GNAQ/MYL9/KCNMB3/EDNRB/ATP1A2/GNAI2/GNAI3/ATF2/ADCY9/VDAC1/VDAC3/VASP/CREB3L4/MEF2D/PRKCE/CALM1/CREB3/ADRB2/ROCK1/NPR1/ADCY6/MAP2K2/EDNRA/ADCY4/PPP3CB/ATP1B2/KCNMB1/MAPK1/ADRA1A/PPP3CC/GATA4/GNA13/KCNMB2/SLC8A1/CREB3L2/AKT3/ATP2A3/PRKG1/ITPR2/MYLK/PDE3A/CALML6/ATP2A2/INSR/CREB1/ATF6B/ADRA1B/CREB3L1/SLC25A6/AGTR1/SRF/PDE5A/NOS3/GTF2I/PPIF/ITPR3/NPR2/CACNA1C/ATP2B2/IRS1/PLN/ADRA2A/ADCY5/PIK3R5/ATP2A1/MYH7/PIK3CG/BDKRB2/ADRB1/ADORA3",75
"Environmental Information Processing","Signal transduction","hsa04068","FoxO signaling pathway","61/2723","121/6792",0.504132231404959,1.25746093121648,2.33752030205917,0.0129896145008966,0.100741676906954,0.083558923689978,"SKP2/PLK4/CCNB1/FOXO6/PIK3R1/CCNB2/TGFBR2/CAT/STAT3/GABARAP/GABARAPL1/GADD45B/CDK2/MAPK8/BCL6/MDM2/CCND2/ARAF/S1PR1/SMAD3/FOXO1/KLF2/NRAS/IGF1/IKBKB/SOS2/PLK1/EGFR/TGFB3/TGFB1/PRKAG1/RBL2/MAP2K2/BCL2L11/MAPK1/PLK3/STK4/G6PC3/SGK1/CCNG2/AKT3/PRKAB1/SOS1/INSR/S1PR4/SLC2A4/IGF1R/PRKAA1/CCND1/SGK2/PIK3CD/BNIP3/MAPK14/IRS1/MAPK13/AGAP2/FBXO32/FOXG1/CDKN2B/TNFSF10/GRM1",61
"Human Diseases","Cancer: overview","hsa05202","Transcriptional misregulation in cancer","80/2723","164/6792",0.48780487804878,1.21673548722267,2.29830436324184,0.0138139217286477,0.104805623549957,0.08692971339538,"CCNA2/HDAC2/ZBTB16/TFE3/MAF/MEF2C/NCOR1/TGFBR2/RXRA/CDKN2C/NR4A3/MAX/TCF3/GADD45B/CCNT2/SIX4/BCL6/FLI1/MDM2/CCND2/PDGFA/CSF1R/SS18L1/SIX1/FOXO1/KMT2A/SP1/IGF1/ZEB1/POLK/BCL2L1/NFKB1/MLF1/MITF/CDK9/JMJD1C/PML/RXRB/NFKBIZ/TMPRSS2/ERG/PTK2/FUS/ETV5/REL/RARA/PAX8/KDM6A/IGF1R/EYA1/TSPAN7/GRIA3/PROM1/HPGD/ZBTB17/ITGAM/CD40/LYL1/ELANE/PPARG/CXCL8/CEBPA/DUSP6/TP53/LMO2/MYC/FLT1/MEIS1/IL1R2/SPI1/PBX1/PLAT/MLLT3/NGFR/CD14/MET/NUPR1/HOXA10/MPO/PAX5",80
"Human Diseases","Cancer: overview","hsa05231","Choline metabolism in cancer","47/2723","91/6792",0.516483516483517,1.28826883729565,2.26462044908472,0.0162037865498765,0.120321734168232,0.0997993572500792,"PIK3R1/RHEB/FOS/MAPK8/PRKCB/SLC44A2/WASF2/PDGFA/PLPP3/PRKCA/TSC2/DGKA/SP1/SLC44A1/NRAS/PLPP1/SOS2/LYPLA1/EGFR/PLD1/PIP5K1A/PDGFRB/MAP2K2/SLC22A3/PDGFC/PIP5K1C/MAPK1/PCYT1A/DGKZ/DGKQ/JUN/AKT3/RALGDS/CHKA/SOS1/SLC44A5/PDGFB/CHPT1/PIK3CD/PLA2G4C/DGKH/PDGFD/RAC2/PLA2G4A/PDGFRA/WASF3/WASF1",47
"Organismal Systems","Circulatory system","hsa04270","Vascular smooth muscle contraction","60/2723","120/6792",0.5,1.24715387440323,2.23448203881319,0.0168024493136139,0.122167808551068,0.101330560553593,"ITPR1/RHOA/CALD1/PRKCD/PPP1R12B/GNAQ/MYL9/PRKCB/KCNMB3/MYH11/RAMP2/ARAF/ADCY9/PRKCA/PLA2G3/PRKACB/PPP1R14A/GNAS/PRKCE/CALM1/MYH9/PLA2G12A/ROCK1/NPR1/ADCY6/MAP2K2/EDNRA/ADCY4/PRKCH/KCNMB1/PLA2G2A/MAPK1/ADRA1A/GNA13/KCNMB2/RAMP1/RAMP3/PRKG1/ITPR2/PRKCQ/MYLK/CALML6/PLA2G5/PTGIR/ADRA1B/AGTR1/ACTG2/ACTA2/EDN3/PLA2G4C/ITPR3/NPR2/CACNA1C/PLA2G4A/CALCRL/EDN1/ADCY5/CALCA/AVPR1A/AGT",60
"Organismal Systems","Endocrine system","hsa04928","Parathyroid hormone synthesis, secretion and action","54/2723","107/6792",0.504672897196262,1.25880951808924,2.20733509400549,0.0182154691234106,0.129738749470822,0.107610182791362,"ITPR1/RHOA/MEF2C/RXRA/PDE4B/WNK1/PDE4A/GNAQ/FOS/PRKCB/GNAI2/FGFR1/GNAI3/MMP14/AKAP13/ARAF/ATF2/ADCY9/PRKCA/EGR1/ARRB1/SP1/CREB3L4/PTH1R/PRKACB/MEF2D/GNAS/EGFR/PLD1/CREB3/HBEGF/ADCY6/ADCY4/JUND/MAPK1/RXRB/BCL2/GNA13/SGK1/CREB3L2/ITPR2/LRP6/CREB1/ATF6B/CREB3L1/ARRB2/MMP25/VDR/ITPR3/ADCY5/PDE4D/WNK2/WNK3/GATA3",54
"Organismal Systems","Nervous system","hsa04728","Dopaminergic synapse","61/2723","123/6792",0.495934959349593,1.23701441200971,2.16992034983741,0.0195786392361282,0.129922306951171,0.107762432247239,"ITPR1/COMT/PPP2R5D/GNG7/GNAQ/FOS/MAPK8/PRKCB/GNAI2/GNAI3/GNG4/ATF2/PRKCA/ARRB1/CAMK2D/CREB3L4/PRKACB/CAMK2G/PPP2R1A/GNAS/CALM1/GNGT1/CREB3/GNAL/MAOA/PPP3CB/KCNJ5/MAOB/DDC/GNG11/PPP3CC/PPP2R5B/CREB3L2/AKT3/ITPR2/CALML6/CREB1/ATF6B/CREB3L1/ARRB2/KIF5C/GRIA3/PPP2R1B/KCNJ3/PPP2CB/PPP2R2D/ITPR3/GRIN2A/CACNA1C/GNG12/CACNA1B/CAMK2A/GNG2/MAPK14/ADCY5/MAPK13/GNG13/GNG3/PPP1R1B/GNAO1/KCNJ9",61
"Organismal Systems","Endocrine system","hsa04912","GnRH signaling pathway","43/2723","83/6792",0.518072289156627,1.29223172528528,2.19121177631916,0.0196121060458252,0.129922306951171,0.107762432247239,"ITPR1/PRKCD/GNAQ/MAPK8/PRKCB/MAP2K4/MMP14/ADCY9/PRKCA/EGR1/CAMK2D/MAP3K1/NRAS/PTK2B/PRKACB/CAMK2G/SOS2/GNAS/EGFR/CALM1/PLD1/HBEGF/ADCY6/MAP2K2/ADCY4/MAP3K3/MAPK1/SRC/JUN/ITPR2/SOS1/CALML6/MAP3K2/GNRH1/MMP2/PLA2G4C/ITPR3/CACNA1C/CAMK2A/MAPK14/PLA2G4A/ADCY5/MAPK13",43
"Human Diseases","Cardiovascular disease","hsa05412","Arrhythmogenic right ventricular cardiomyopathy","43/2723","83/6792",0.518072289156627,1.29223172528528,2.19121177631916,0.0196121060458252,0.129922306951171,0.107762432247239,"ITGA7/TCF7L2/ACTB/ITGA5/CTNNB1/SSPN/CTNNA1/DAG1/LAMA2/ITGB3/ITGB4/LMNA/DSP/TCF7L1/DES/CACNB2/SNTA1/CTNNA3/ITGA8/CACNB1/SNTB2/SLC8A1/ACTN2/ATP2A3/DSG2/SGCA/ATP2A2/DMD/ITGA6/CDH2/SGCD/SNTB1/CACNA1C/ITGA2/LEF1/ITGB8/ITGB1/CACNG3/TCF7/ATP2A1/SGCB/ITGA9/SGCG",43
"Human Diseases","Infectious disease: viral","hsa05163","Human cytomegalovirus infection","97/2723","205/6792",0.473170731707317,1.18023342260598,2.1434594392346,0.0197303216859944,0.129922306951171,0.107762432247239,"ITPR1/CDKN2A/RHOA/PIK3R1/E2F1/STAT3/E2F3/GNG7/RHEB/GNAQ/PRKCB/MDM2/IL6R/JAK1/GNAI2/GNAI3/GNG4/AKAP13/PXN/ATF2/TAPBP/ADCY9/CTNNB1/PRKCA/CXCL12/TSC2/CASP3/CYCS/SP1/CREB3L4/NRAS/PTK2B/PRKACB/IKBKB/SOS2/TNFRSF1A/GNAS/EGFR/FAS/ITGB3/CALM1/NFKB1/GNGT1/CREB3/ROCK1/ADCY6/MAP2K2/ADCY4/PPP3CB/PTGER3/NFKBIA/MAPK1/GNG11/SRC/HLA-E/PTGER2/PPP3CC/GNA13/CREB3L2/PTK2/AKT3/E2F2/ITPR2/SOS1/CALML6/CREB1/ATF6B/CREB3L1/CCND1/IL1R1/CRK/BCAR1/CX3CL1/PTGS2/HLA-G/PIK3CD/TRAF5/ITPR3/VEGFA/GNG12/CXCR4/RAC2/GNG2/CXCL8/MAPK14/B2M/TP53/ADCY5/MAPK13/MYC/GNG13/GNG3/PDGFRA/HLA-B/CXCR2/RB1/GNAO1",97
"Organismal Systems","Endocrine system","hsa04924","Renin secretion","34/2723","64/6792",0.53125,1.32510099155343,2.13752956660861,0.0231510372616715,0.144280571505774,0.119671715168415,"ITPR1/GNAQ/GNAI2/GNAI3/AQP1/CTSB/PRKACB/GNAS/CALM1/PDE1B/ADRB2/NPR1/ADCY6/EDNRA/PPP3CB/PDE1A/PTGER2/PPP3CC/ADCYAP1R1/ITPR2/PDE3A/CALML6/CREB1/AGTR1/ACE/EDN3/ITPR3/CACNA1C/EDN1/ADCY5/CLCA4/AGT/ADRB1/ADCYAP1",34
"Human Diseases","Substance dependence","hsa05031","Amphetamine addiction","34/2723","64/6792",0.53125,1.32510099155343,2.13752956660861,0.0231510372616715,0.144280571505774,0.119671715168415,"HDAC2/FOS/PRKCB/ATF2/PRKCA/CAMK2D/CREB3L4/FOSB/PRKACB/CAMK2G/GNAS/CALM1/CREB3/MAOA/PPP3CB/MAOB/DDC/GRIN1/PPP3CC/CREB3L2/JUN/CALML6/CREB1/ATF6B/CREB3L1/GRIA3/GRIN2A/CACNA1C/CAMK2A/ADCY5/ARC/GRIN3A/STX1A/PPP1R1B",34
"Human Diseases","Cardiovascular disease","hsa05416","Viral myocarditis","34/2723","64/6792",0.53125,1.32510099155343,2.13752956660861,0.0231510372616715,0.144280571505774,0.119671715168415,"ACTB/EIF4G1/SSPN/CASP3/DAG1/CYCS/LAMA2/CXADR/ICAM1/SNTA1/HLA-E/SNTB2/CD55/SGCA/DMD/CD28/ITGB2/EIF4G3/CCND1/SGCD/HLA-G/HLA-DRB4/SNTB1/FYN/CD40/RAC2/ITGAL/HLA-DRB1/HLA-B/SGCB/HLA-DMA/MYH7/HLA-DRA/SGCG",34
"Human Diseases","Cancer: specific types","hsa05220","Chronic myeloid leukemia","37/2723","71/6792",0.52112676056338,1.29985051698365,2.0776092470733,0.0261528850851367,0.160129068328293,0.132817052602264,"CDKN2A/HDAC2/PIK3R1/TGFBR2/E2F1/E2F3/GADD45B/MDM2/STAT5B/ARAF/SMAD3/NRAS/IKBKB/SOS2/POLK/BCL2L1/TGFB3/NFKB1/TGFB1/PTPN11/MAP2K2/SHC1/BCR/NFKBIA/MAPK1/CTBP1/SHC3/AKT3/E2F2/SOS1/CCND1/CRK/PIK3CD/CBL/TP53/MYC/RB1",37
"Human Diseases","Drug resistance: antineoplastic","hsa01521","EGFR tyrosine kinase inhibitor resistance","39/2723","76/6792",0.513157894736842,1.27997371320332,2.00777735018684,0.0303066542585705,0.179415474290797,0.148813920766006,"PIK3R1/STAT3/PRKCB/EIF4E2/IL6R/JAK1/PDGFA/ARAF/PRKCA/FGFR2/NRAS/IGF1/SOS2/EGFR/BCL2L1/GAB1/PDGFRB/MAP2K2/FGF2/SHC1/PDGFC/BCL2L11/MAPK1/BCL2/AXL/SRC/ERBB2/SHC3/AKT3/SOS1/IGF1R/PDGFB/FGFR3/PIK3CD/JAK2/PDGFD/VEGFA/PDGFRA/MET",39
"Organismal Systems","Immune system","hsa04611","Platelet activation","56/2723","114/6792",0.491228070175439,1.22527398186984,1.98420753647095,0.0303309827597623,0.179415474290797,0.148813920766006,"ITPR1/TLN1/RHOA/PIK3R1/ACTB/RASGRP2/GNAQ/STIM1/GNAI2/GNAI3/ADCY9/APBB1IP/PRKCI/RAP1A/VASP/PRKACB/GNAS/ITGB3/ARHGAP35/ROCK1/ADCY6/ADCY4/SNAP23/TLN2/MAPK1/VWF/TBXA2R/SRC/SYK/GNA13/AKT3/PTGS1/PRKG1/ITPR2/MYLK/PTGIR/P2RY12/LYN/NOS3/PIK3CD/PLA2G4C/FYN/ITPR3/LCP2/MAPK14/ITGA2/PLA2G4A/ADCY5/MAPK13/FERMT3/ADAMTS13/PIK3R5/FCER1G/ITGB1/P2RX1/PIK3CG",56
