"","logFC","AveExpr","t","P.Value","adj.P.Val","B","Gene_Symbol","Gene_Description","Significance","abs_logFC"
"235593_at",-2.02601320241291,5.08869956415443,-5.68329270044386,2.55434387848968e-07,3.34375097709076e-06,6.46071463466548,"ZEB2","zinc finger E-box binding homeobox 2","Downregulated",2.02601320241291
"201390_s_at",-1.11738353660817,9.53537483056967,-5.68222382783284,2.56542749550616e-07,3.35647409655336e-06,6.45650368060205,"CSNK2B","casein kinase 2 beta","Downregulated",1.11738353660817
"229657_at",-1.97105509430049,5.55401026112223,-5.67995913375173,2.5890679536123e-07,3.38380522691635e-06,6.44758263137928,"THRB","thyroid hormone receptor beta","Downregulated",1.97105509430049
"220511_s_at",-1.4110440816866,4.38608224219484,-5.67932742689409,2.59570035847524e-07,3.39157269090524e-06,6.44509446108258,"DLC1","DLC1 Rho GTPase activating protein","Downregulated",1.4110440816866
"209195_s_at",-1.17269882624459,6.41853309437069,-5.67785462318999,2.61122868738135e-07,3.41005122133689e-06,6.43929378089627,"ADCY6","adenylate cyclase 6","Downregulated",1.17269882624459
"213799_s_at",-1.27135716895882,5.73995512900552,-5.67777055971032,2.61211775707974e-07,3.41030720277588e-06,6.438962711622,"PTPRA","protein tyrosine phosphatase, receptor type A","Downregulated",1.27135716895882
"202865_at",-1.08422090899731,4.92300542948238,-5.67724770983953,2.61765420816414e-07,3.41615454465588e-06,6.43690360076443,"DNAJB12","DnaJ heat shock protein family (Hsp40) member B12","Downregulated",1.08422090899731
"1558333_at",-1.24468527345456,2.87040524499843,-5.67721650515151,2.6179849996743e-07,3.41615454465588e-06,6.43678071133078,"C22orf15","chromosome 22 open reading frame 15","Downregulated",1.24468527345456
"1554762_a_at",-1.26042489352185,5.65795014245178,-5.67525127458432,2.63890102129197e-07,3.44162211912838e-06,6.42904181060736,"WWC2///CLDN22","WW and C2 domain containing 2///claudin 22","Downregulated",1.26042489352185
"228678_at",-1.57407310618848,3.88501073849058,-5.67437092822382,2.64832390519332e-07,3.45299614209983e-06,6.42557541540046,"DENND6B","DENN domain containing 6B","Downregulated",1.57407310618848
"244011_at",-1.73993564692782,3.83496681781584,-5.67392490294816,2.65311063304522e-07,3.4583209250399e-06,6.42381925278681,"PPM1K","protein phosphatase, Mg2+/Mn2+ dependent 1K","Downregulated",1.73993564692782
"201805_at",-1.02913749410812,7.77637752670922,-5.67209909985982,2.67279413064112e-07,3.47936986207559e-06,6.41663095250249,"PRKAG1","protein kinase AMP-activated non-catalytic subunit gamma 1","Downregulated",1.02913749410812
"212332_at",-1.47708728882506,6.47289483208359,-5.67172342981172,2.67686194461774e-07,3.48374360509931e-06,6.41515202506764,"RBL2","RB transcriptional corepressor like 2","Downregulated",1.47708728882506
"1565254_s_at",-1.53816989493242,4.08490002214107,-5.66882714386635,2.70842888107183e-07,3.52296219801485e-06,6.40375125577325,"ELL","elongation factor for RNA polymerase II","Downregulated",1.53816989493242
"203332_s_at",-1.65955664904976,6.42553609584675,-5.66862444974896,2.71065174977062e-07,3.52488830316267e-06,6.40295346543108,"INPP5D","inositol polyphosphate-5-phosphatase D","Downregulated",1.65955664904976
"202273_at",-1.70215356672437,6.29701219964943,-5.66677264788554,2.73104316574161e-07,3.54488106190049e-06,6.39566540062995,"PDGFRB","platelet derived growth factor receptor beta","Downregulated",1.70215356672437
"232181_at",-1.3296748130696,5.80647580395992,-5.66612573515956,2.73820231618523e-07,3.55323632311516e-06,6.39311958473816,"PPARGC1B","PPARG coactivator 1 beta","Downregulated",1.3296748130696
"217337_at",-1.40591159688747,4.33391284287966,-5.6656389532899,2.74360154591673e-07,3.55836587427319e-06,6.39120400972307,"","","Downregulated",1.40591159688747
"211934_x_at",-1.44874841371124,8.72151819356169,-5.66477670824911,2.75319105416537e-07,3.5698622451203e-06,6.38781107270112,"GANAB","glucosidase II alpha subunit","Downregulated",1.44874841371124
"223912_s_at",-1.10901003773559,6.10060354369182,-5.66466418586304,2.75444491212843e-07,3.57054717574035e-06,6.38736831124726,"CLN8","ceroid-lipofuscinosis, neuronal 8","Downregulated",1.10901003773559
"229452_at",-1.55811463403068,4.80243024627857,-5.66445043584923,2.75682831830717e-07,3.57269557700661e-06,6.3865272410156,"TMEM88","transmembrane protein 88","Downregulated",1.55811463403068
"1559296_at",-2.01826092191221,3.16535018142411,-5.66360016643265,2.76632933055619e-07,3.58217808864943e-06,6.3831816939941,"ADAMTS9-AS2","ADAMTS9 antisense RNA 2","Downregulated",2.01826092191221
"229946_at",-1.23609804702074,4.93372288020798,-5.66351224914655,2.76731356744279e-07,3.58250983196941e-06,6.38283577759093,"FAM168B","family with sequence similarity 168 member B","Downregulated",1.23609804702074
"208112_x_at",-1.07549156474223,6.55407032575202,-5.663138971835,2.77149626313933e-07,3.58564876098982e-06,6.38136711598463,"EHD1","EH domain containing 1","Downregulated",1.07549156474223
"221087_s_at",-1.3263801885795,6.28438347390347,-5.66310080404691,2.77192429670682e-07,3.58564876098982e-06,6.38121694669322,"APOL3","apolipoprotein L3","Downregulated",1.3263801885795
"1559474_at",-1.65595255432103,2.79289349053162,-5.66101177066475,2.79545142640525e-07,3.61228409504e-06,6.37299833545263,"LOC100996693///SPEG","CAVP-target protein-like///SPEG complex locus","Downregulated",1.65595255432103
"202481_at",-1.51769904957625,7.15703605134289,-5.66072947463201,2.79864575661405e-07,3.61469499777425e-06,6.37188782367861,"DHRS3","dehydrogenase/reductase 3","Downregulated",1.51769904957625
"221555_x_at",-1.14098816391394,6.5123600426936,-5.66071705802858,2.79878633965084e-07,3.61469499777425e-06,6.37183897904086,"CDC14B","cell division cycle 14B","Downregulated",1.14098816391394
"206542_s_at",-1.15785543640318,8.28238158435931,-5.66006943232938,2.80612852958225e-07,3.62322662175686e-06,6.36929139510459,"SMARCA2","SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 2","Downregulated",1.15785543640318
"204687_at",-1.60071773476884,5.96675623855354,-5.65909438303315,2.81721856023844e-07,3.63659164988596e-06,6.36545602518859,"PARM1","prostate androgen-regulated mucin-like protein 1","Downregulated",1.60071773476884
"223765_s_at",-1.65389914197945,4.93494506857497,-5.65886974595692,2.81977965517627e-07,3.6389430236627e-06,6.36457244786459,"KBTBD4","kelch repeat and BTB domain containing 4","Downregulated",1.65389914197945
"203372_s_at",-1.90781256001897,5.92529296071874,-5.65865473949684,2.82223309971726e-07,3.64115427734103e-06,6.36372676370558,"SOCS2","suppressor of cytokine signaling 2","Downregulated",1.90781256001897
"204360_s_at",-1.2706870781162,6.13549094766049,-5.65811908829952,2.82835458122821e-07,3.64713951463565e-06,6.3616199420488,"NAGLU","N-acetyl-alpha-glucosaminidase","Downregulated",1.2706870781162
"225940_at",-1.10574510912401,7.56332274648431,-5.65653318263871,2.84655529642726e-07,3.66868639264788e-06,6.3553827091497,"EIF4E3","eukaryotic translation initiation factor 4E family member 3","Downregulated",1.10574510912401
"218831_s_at",-1.56338873806582,7.46890092206942,-5.65620535218211,2.85033202497998e-07,3.67259198620555e-06,6.35409346295244,"FCGRT","Fc fragment of IgG receptor and transporter","Downregulated",1.56338873806582
"1556058_s_at",-1.57826946201924,3.99676232347186,-5.65549338779543,2.85855113123562e-07,3.68125426628399e-06,6.35129364636549,"SPEN","spen family transcriptional repressor","Downregulated",1.57826946201924
"228224_at",-2.64369589358119,5.50596078818527,-5.65405572579349,2.87521913301149e-07,3.70078231436297e-06,6.34564041751329,"PRELP","proline and arginine rich end leucine rich repeat protein","Downregulated",2.64369589358119
"202480_s_at",-1.25925756180511,5.66936471476625,-5.65119239461611,2.90870188185881e-07,3.74094337429761e-06,6.33438275591431,"DEDD","death effector domain containing","Downregulated",1.25925756180511
"203788_s_at",-1.6566914987905,5.2538724007316,-5.65028954174087,2.91933895937461e-07,3.75266228249598e-06,6.33083349255072,"SEMA3C","semaphorin 3C","Downregulated",1.6566914987905
"226683_at",-1.01805752557393,8.94324869392167,-5.65003419526144,2.92235430295705e-07,3.75457671502892e-06,6.32982972286559,"SNX18","sorting nexin 18","Downregulated",1.01805752557393
"217024_x_at",-1.96280793314664,4.25426393391556,-5.64936389684203,2.930284351701e-07,3.76181847362773e-06,6.32719485541086,"","","Downregulated",1.96280793314664
"201752_s_at",-1.50664665684439,9.13104350307576,-5.64696028133123,2.9588953304052e-07,3.79063687902235e-06,6.31774749883995,"ADD3","adducin 3","Downregulated",1.50664665684439
"209039_x_at",-1.07673120232492,7.24148248519424,-5.64666741327332,2.96240018501535e-07,3.7931518580289e-06,6.3165964928605,"EHD1","EH domain containing 1","Downregulated",1.07673120232492
"225604_s_at",-1.70001987303477,6.70457128085806,-5.64605540252249,2.9697375413811e-07,3.80056892584498e-06,6.31419129238708,"GLIPR2","GLI pathogenesis related 2","Downregulated",1.70001987303477
"204843_s_at",-1.61200172008207,4.80570405704498,-5.64559670039019,2.97524862658201e-07,3.80663180364589e-06,6.31238865989092,"PRKAR2A","protein kinase cAMP-dependent type II regulatory subunit alpha","Downregulated",1.61200172008207
"213490_s_at",-1.11336009952012,5.85413165660642,-5.64499676996964,2.98247171055638e-07,3.81488134809846e-06,6.31003110560535,"MAP2K2","mitogen-activated protein kinase kinase 2","Downregulated",1.11336009952012
"225262_at",-1.62676180918352,7.5885773064849,-5.64476730128976,2.98523904880761e-07,3.81721429466023e-06,6.3091293849989,"FOSL2","FOS like 2, AP-1 transcription factor subunit","Downregulated",1.62676180918352
"214071_at",-2.44947828823893,4.72193175923586,-5.644716909631,2.9858470990199e-07,3.81721429466023e-06,6.30893136771426,"GNAL","G protein subunit alpha L","Downregulated",2.44947828823893
"202444_s_at",-1.65384794831265,6.18167843898689,-5.64460557524662,2.987190946362e-07,3.81794038695156e-06,6.30849387444979,"ERLIN1","ER lipid raft associated 1","Downregulated",1.65384794831265
"212974_at",-1.29779490141195,5.36927076482102,-5.64420870435911,2.99198617487687e-07,3.82307618039902e-06,6.30693438012456,"DENND3","DENN domain containing 3","Downregulated",1.29779490141195
"238001_at",-1.22466191450783,5.39845309885785,-5.64389965806289,2.99572550598795e-07,3.82686046140055e-06,6.3057200195014,"KCTD6","potassium channel tetramerization domain containing 6","Downregulated",1.22466191450783
"1552658_a_at",-1.91839858265324,4.81864404996839,-5.6416882680877,3.02261707227277e-07,3.86021070011228e-06,6.29703137088569,"NAV3","neuron navigator 3","Downregulated",1.91839858265324
"227899_at",-1.56879623544249,5.61397319314463,-5.64145901669371,3.02541844725772e-07,3.86278582081501e-06,6.29613070688204,"VIT","vitrin","Downregulated",1.56879623544249
"243537_at",-1.71791369524602,4.15489928620656,-5.64000816828136,3.04320673602866e-07,3.8834822059067e-06,6.29043105925508,"","","Downregulated",1.71791369524602
"81737_at",-1.80624106455343,5.01072082664697,-5.63879351974447,3.05817827657653e-07,3.90157579609803e-06,6.28565975459734,"LOC100505915","uncharacterized LOC100505915","Downregulated",1.80624106455343
"1564308_a_at",-1.29191828642256,5.40826671171356,-5.63851099855238,3.06167097004088e-07,3.90501926964234e-06,6.28455002958471,"MPP7","membrane palmitoylated protein 7","Downregulated",1.29191828642256
"212136_at",-1.18947131137609,8.14529678998064,-5.63608857275051,3.09178017012412e-07,3.94137893345331e-06,6.27503577559402,"ATP2B4","ATPase plasma membrane Ca2+ transporting 4","Downregulated",1.18947131137609
"244030_at",-1.69091365242163,4.99511965798048,-5.63574377915445,3.09608937912048e-07,3.94555232890085e-06,6.27368170155014,"STYX","serine/threonine/tyrosine interacting protein","Downregulated",1.69091365242163
"223894_s_at",-1.04193832071833,7.25611509026812,-5.63569834858574,3.09665760851405e-07,3.94555232890085e-06,6.27350328891573,"AKTIP","AKT interacting protein","Downregulated",1.04193832071833
"209347_s_at",-1.76734459825815,3.24616000601346,-5.63482290273259,3.10762745946185e-07,3.95747992747772e-06,6.27006539037007,"MAF","MAF bZIP transcription factor","Downregulated",1.76734459825815
"214755_at",-1.13279170774707,5.33711776638322,-5.63398917262979,3.11811017197523e-07,3.96877514827691e-06,6.26679150193786,"UAP1L1","UDP-N-acetylglucosamine pyrophosphorylase 1 like 1","Downregulated",1.13279170774707
"207357_s_at",-1.75470543697349,5.12433423511158,-5.63391297426573,3.1190699699171e-07,3.96887760576841e-06,6.26649229578005,"GALNT10","polypeptide N-acetylgalactosaminyltransferase 10","Downregulated",1.75470543697349
"230013_s_at",-1.72020832149856,3.41649772240673,-5.63351576219698,3.12407798532834e-07,3.97328781142547e-06,6.26493259861306,"ARHGAP23","Rho GTPase activating protein 23","Downregulated",1.72020832149856
"205045_at",-1.30020092560538,4.97172503468384,-5.63305627082405,3.12988109455695e-07,3.97963976795514e-06,6.26312840773916,"AKAP10","A-kinase anchoring protein 10","Downregulated",1.30020092560538
"203841_x_at",-2.26953523928473,3.74983814982458,-5.63109646042659,3.15475182227924e-07,4.0091909328227e-06,6.25543385793577,"MAPRE3","microtubule associated protein RP/EB family member 3","Downregulated",2.26953523928473
"235213_at",-1.6186987812245,6.05391148389584,-5.63016679912429,3.16661754868048e-07,4.02219281667321e-06,6.25178421033989,"ITPKB","inositol-trisphosphate 3-kinase B","Downregulated",1.6186987812245
"213428_s_at",-2.1072721940202,8.47053471937328,-5.62640336768708,3.21510292452992e-07,4.07633816447505e-06,6.23701217657026,"COL6A1","collagen type VI alpha 1 chain","Downregulated",2.1072721940202
"201904_s_at",-1.30926271528768,6.56249991469541,-5.62638140926078,3.21538795609538e-07,4.07633816447505e-06,6.23692599764645,"CTDSPL","CTD small phosphatase like","Downregulated",1.30926271528768
"229449_at",-1.62293760762976,4.4023943614924,-5.6262802714385,3.21670109794472e-07,4.07633816447505e-06,6.23652906975603,"","","Downregulated",1.62293760762976
"223041_at",-1.40015646721594,7.03113675981271,-5.62571938296125,3.22399309207891e-07,4.0842942863539e-06,6.2343278436303,"CD99L2","CD99 molecule like 2","Downregulated",1.40015646721594
"223189_x_at",-1.3956646610112,8.20628697477625,-5.62456834014892,3.23900859050293e-07,4.10038321875168e-06,6.22981080226761,"KMT2E","lysine methyltransferase 2E","Downregulated",1.3956646610112
"218620_s_at",-1.15234673659973,5.61336507114329,-5.62364066369308,3.25116035849e-07,4.11259248740919e-06,6.22617057847305,"HEMK1","HemK methyltransferase family member 1","Downregulated",1.15234673659973
"1559397_s_at",-1.37621105666824,5.72353744529959,-5.62353268447409,3.25257770822143e-07,4.11332796937682e-06,6.22574688062316,"PRR14","proline rich 14","Downregulated",1.37621105666824
"201481_s_at",-2.1960523764141,6.77211456912363,-5.62221716748049,3.26989431247084e-07,4.13416468226497e-06,6.22058519837291,"PYGB","phosphorylase, glycogen; brain","Downregulated",2.1960523764141
"216235_s_at",-1.9834925250233,5.03169287305356,-5.62198442937694,3.27296736419166e-07,4.13698703030513e-06,6.21967205462927,"EDNRA","endothelin receptor type A","Downregulated",1.9834925250233
"221659_s_at",-1.63121927140702,4.34972290452854,-5.62116548328574,3.28380328255236e-07,4.14855219831974e-06,6.21645905081448,"MYL10","myosin light chain 10","Downregulated",1.63121927140702
"221163_s_at",-1.81497736231455,4.34999588512724,-5.62000965859782,3.29915677495224e-07,4.16420091752582e-06,6.21192466630969,"MLXIPL","MLX interacting protein like","Downregulated",1.81497736231455
"204389_at",-1.88376611419933,6.08278402390393,-5.61997823811584,3.29957513716202e-07,4.16420091752582e-06,6.21180140651255,"MAOA","monoamine oxidase A","Downregulated",1.88376611419933
"203363_s_at",-1.10979893160566,7.13734002454124,-5.61919230548132,3.31005680935752e-07,4.17635808764245e-06,6.20871834855532,"ATG13","autophagy related 13","Downregulated",1.10979893160566
"202156_s_at",-1.7870100736902,6.60295090641427,-5.61868742063277,3.3168075523352e-07,4.18307757314166e-06,6.20673787353103,"CELF2","CUGBP, Elav-like family member 2","Downregulated",1.7870100736902
"209953_s_at",-1.2515494796898,8.13970151353935,-5.61850005742802,3.31931620727224e-07,4.18482174253767e-06,6.20600293508538,"CDC37","cell division cycle 37","Downregulated",1.2515494796898
"202879_s_at",-1.66479075396596,5.08254938043179,-5.61736172594425,3.33459784260877e-07,4.20301116908939e-06,6.20153799599419,"CYTH1","cytohesin 1","Downregulated",1.66479075396596
"1556601_a_at",-1.87698071240162,4.83622783208216,-5.61695630145429,3.34005721826187e-07,4.20881422635114e-06,6.19994786235611,"SPATA13","spermatogenesis associated 13","Downregulated",1.87698071240162
"230943_at",-1.70922542565702,4.75523097033218,-5.61584929283428,3.35500887891737e-07,4.22440946532464e-06,6.19560624083357,"SOX17","SRY-box 17","Downregulated",1.70922542565702
"1554627_a_at",-1.07515454466844,7.19124494128506,-5.61172685564679,3.41127008480109e-07,4.29085805375274e-06,6.17944121215937,"ASCC1","activating signal cointegrator 1 complex subunit 1","Downregulated",1.07515454466844
"209768_s_at",-1.86436962950416,3.66725153193714,-5.61047124603163,3.42858996090783e-07,4.30933911127437e-06,6.17451859337937,"SEPT5-GP1BB","SEPT5-GP1BB readthrough","Downregulated",1.86436962950416
"218509_at",-1.23207950010368,5.35986102554556,-5.6091181954848,3.44735088984948e-07,4.33070705225487e-06,6.16921443698523,"PLPPR2","phospholipid phosphatase related 2","Downregulated",1.23207950010368
"209401_s_at",-1.41543915611666,4.37819003433232,-5.60797231360546,3.46331832942687e-07,4.34965556498489e-06,6.16472280149678,"SLC12A4","solute carrier family 12 member 4","Downregulated",1.41543915611666
"230636_s_at",-1.37719521376439,5.08382688339519,-5.60780794138281,3.46561476083148e-07,4.35142907721956e-06,6.16407852345305,"KLF9","Kruppel like factor 9","Downregulated",1.37719521376439
"1555426_a_at",-1.69026267705696,4.91050743657217,-5.60755616102448,3.46913527252848e-07,4.35473824885992e-06,6.16309165225002,"OTUD5","OTU deubiquitinase 5","Downregulated",1.69026267705696
"230800_at",-1.44233940427875,5.42774424746077,-5.60668524481849,3.48134001678504e-07,4.36894410114617e-06,6.15967816669161,"ADCY4","adenylate cyclase 4","Downregulated",1.44233940427875
"204546_at",-1.85227222482483,6.09297599439608,-5.60624743975275,3.48749123989608e-07,4.37554771651112e-06,6.15796230318557,"KIAA0513","KIAA0513","Downregulated",1.85227222482483
"243634_at",-1.15248344433775,5.62015835171463,-5.60610796776066,3.48945308826344e-07,4.37689314591331e-06,6.15741568981807,"SMIM14","small integral membrane protein 14","Downregulated",1.15248344433775
"203766_s_at",-3.18229165768896,5.50960572898812,-5.60561391493433,3.4964113083228e-07,4.3833862738507e-06,6.15547945925653,"LMOD1","leiomodin 1","Downregulated",3.18229165768896
"210198_s_at",-3.54598779173046,5.78532127041043,-5.6042327444589,3.51593623524613e-07,4.40561941247151e-06,6.15006690010174,"PLP1","proteolipid protein 1","Downregulated",3.54598779173046
"202995_s_at",-2.49579215223379,7.18875557057426,-5.60319488007558,3.53067863344839e-07,4.42113766495671e-06,6.14600003811783,"FBLN1","fibulin 1","Downregulated",2.49579215223379
"226477_at",-1.23113323012143,5.75379293406285,-5.6021479597985,3.5456113372617e-07,4.43828280520571e-06,6.14189798838091,"DCAF1","DDB1 and CUL4 associated factor 1","Downregulated",1.23113323012143
"201347_x_at",-1.03833962862176,8.43847613816061,-5.60059589289486,3.56786369642919e-07,4.46362200000731e-06,6.13581722039563,"GRHPR","glyoxylate and hydroxypyruvate reductase","Downregulated",1.03833962862176
"209348_s_at",-1.36293414864462,8.41006260410106,-5.60056726440788,3.56827543908083e-07,4.46362200000731e-06,6.13570506440716,"MAF","MAF bZIP transcription factor","Downregulated",1.36293414864462
"202796_at",-2.09516639552967,6.18229177362877,-5.60054641047989,3.56857539537642e-07,4.46362200000731e-06,6.13562336645108,"SYNPO","synaptopodin","Downregulated",2.09516639552967
"221287_at",-1.35056608540844,4.68892379944075,-5.59980101383371,3.57931326578149e-07,4.47591532069402e-06,6.13270325683771,"RNASEL","ribonuclease L","Downregulated",1.35056608540844
"202773_s_at",-1.36968227183425,5.36373504436234,-5.59934755565442,3.58586115256746e-07,4.48296417008098e-06,6.13092689758441,"SFSWAP","splicing factor SWAP homolog","Downregulated",1.36968227183425
"203736_s_at",-1.60902712616561,5.01287287594752,-5.59750403971631,3.61260299693628e-07,4.51410248019917e-06,6.12370575947514,"PPFIBP1","PPFIA binding protein 1","Downregulated",1.60902712616561
"219734_at",-1.60287190487561,5.80916083981153,-5.59571980861186,3.63867183931934e-07,4.54436865983215e-06,6.11671772814943,"SIDT1","SID1 transmembrane family member 1","Downregulated",1.60287190487561
"202593_s_at",-1.34983837599942,8.10344749694146,-5.59548460990772,3.64212204331784e-07,4.54636984742621e-06,6.11579662553996,"GDE1","glycerophosphodiester phosphodiesterase 1","Downregulated",1.34983837599942
"221962_s_at",-1.22647024046864,6.76914102285068,-5.59334994186281,3.67358382725251e-07,4.57983378230591e-06,6.10743737307884,"UBE2H","ubiquitin conjugating enzyme E2 H","Downregulated",1.22647024046864
"214278_s_at",-1.51076996681891,4.18743830323116,-5.59251959392717,3.68589406526482e-07,4.59169086758192e-06,6.1041861097916,"NDRG2","NDRG family member 2","Downregulated",1.51076996681891
"222874_s_at",-1.33208728427938,5.45225157977819,-5.59227915370922,3.6894662648597e-07,4.59497763844473e-06,6.103244691009,"CLN8","ceroid-lipofuscinosis, neuronal 8","Downregulated",1.33208728427938
"239062_at",-1.74710264558028,2.92642602730517,-5.58823383620571,3.75008089103979e-07,4.66692540226087e-06,6.08740804816245,"TNRC6C-AS1","TNRC6C antisense RNA 1","Downregulated",1.74710264558028
"211003_x_at",-2.40691699922584,4.49367507011308,-5.58756485170354,3.76019893505333e-07,4.67833398222931e-06,6.08478953515835,"TGM2","transglutaminase 2","Downregulated",2.40691699922584
"215918_s_at",-1.81150272980229,5.31952946990842,-5.58734963979016,3.76345961469425e-07,4.68120721082558e-06,6.08394718724933,"SPTBN1","spectrin beta, non-erythrocytic 1","Downregulated",1.81150272980229
"200743_s_at",-1.15383715844374,9.17416896231043,-5.58570398182912,3.78848521798753e-07,4.708764640604e-06,6.07750643823819,"TPP1","tripeptidyl peptidase 1","Downregulated",1.15383715844374
"207414_s_at",-2.37807255504303,5.73247137458263,-5.58390684511615,3.81600155285901e-07,4.74176738412963e-06,6.07047368547506,"LOC100507472///PCSK6","uncharacterized LOC100507472///proprotein convertase subtilisin/kexin type 6","Downregulated",2.37807255504303
"200835_s_at",-1.80868060478892,2.96786832106855,-5.58263084620277,3.83565800233404e-07,4.76498922799422e-06,6.06548084634145,"MAP4","microtubule associated protein 4","Downregulated",1.80868060478892
"213138_at",-1.21333347119097,5.54819728741072,-5.5823108466018,3.84060313223848e-07,4.76961954421056e-06,6.06422879453422,"ARID5A","AT-rich interaction domain 5A","Downregulated",1.21333347119097
"210006_at",-1.19683693076334,6.85365378720072,-5.58226424299082,3.84132384695398e-07,4.76961954421056e-06,6.0640464524884,"ABHD14A///ACY1","abhydrolase domain containing 14A///aminoacylase 1","Downregulated",1.19683693076334
"202099_s_at",-1.30489451626816,5.11323341160535,-5.58159355818425,3.85171060134303e-07,4.78130987790833e-06,6.0614223865225,"DGCR2","DiGeorge syndrome critical region gene 2","Downregulated",1.30489451626816
"243050_at",-1.50130781964389,4.29359707872502,-5.578541945228,3.89932049895391e-07,4.83553084153289e-06,6.04948446444378,"","","Downregulated",1.50130781964389
"206099_at",-1.60191189144116,6.01625417259841,-5.57813985785008,3.90563673042107e-07,4.84092359178412e-06,6.04791168867764,"PRKCH","protein kinase C eta","Downregulated",1.60191189144116
"205560_at",-1.47861935580465,4.33994631997707,-5.57595879546903,3.94007409093478e-07,4.87890016240407e-06,6.0393811818917,"PCSK5","proprotein convertase subtilisin/kexin type 5","Downregulated",1.47861935580465
"235106_at",-1.62277470320022,4.72085227020069,-5.57012465287536,4.03366701610071e-07,4.98079430015728e-06,6.01656932462837,"MAML2","mastermind like transcriptional coactivator 2","Downregulated",1.62277470320022
"205418_at",-1.7236765291705,4.75708653781151,-5.56996929065752,4.03618906674281e-07,4.98265818884128e-06,6.01596197768191,"FES","FES proto-oncogene, tyrosine kinase","Downregulated",1.7236765291705
"236154_at",-1.82273007965713,4.87310444862734,-5.56979550135341,4.0390120904476e-07,4.98489259931415e-06,6.01528260291318,"QKI","QKI, KH domain containing RNA binding","Downregulated",1.82273007965713
"209156_s_at",-2.87422435395609,7.41406278820424,-5.56897344443919,4.05239190238624e-07,4.99764532182255e-06,6.01206914281745,"COL6A2","collagen type VI alpha 2 chain","Downregulated",2.87422435395609
"201105_at",-2.22544155836432,10.6454176623451,-5.56850470603442,4.06004061979865e-07,5.00582357249892e-06,6.01023690573945,"LGALS1","galectin 1","Downregulated",2.22544155836432
"214270_s_at",-1.87243096930215,4.62204903877156,-5.5651788567742,4.11472039249403e-07,5.06816136053701e-06,5.99723834836271,"MAPRE3","microtubule associated protein RP/EB family member 3","Downregulated",1.87243096930215
"204011_at",-1.73994096037787,7.61981510988171,-5.56472452437682,4.1222460600361e-07,5.07616020711202e-06,5.99546290044007,"SPRY2","sprouty RTK signaling antagonist 2","Downregulated",1.73994096037787
"210276_s_at",-1.42659691431457,7.48463439171688,-5.56437172384859,4.12809927457713e-07,5.08025172780554e-06,5.99408426008294,"NOL12///TRIOBP","nucleolar protein 12///TRIO and F-actin binding protein","Downregulated",1.42659691431457
"1568713_a_at",-1.32862388043368,4.17187451805654,-5.56378163180517,4.13790761757675e-07,5.089078233894e-06,5.99177843187724,"TBC1D1","TBC1 domain family member 1","Downregulated",1.32862388043368
"222453_at",-2.03721247175338,8.93754307545776,-5.56298463490721,4.1511915002462e-07,5.10413993384845e-06,5.9886642614574,"CYBRD1","cytochrome b reductase 1","Downregulated",2.03721247175338
"214696_at",-1.40639324842253,7.53596276689713,-5.56235352845025,4.1617401916535e-07,5.11583186636757e-06,5.98619841357933,"MIR22///MIR22HG","microRNA 22///MIR22 host gene","Downregulated",1.40639324842253
"204242_s_at",-1.10020012707506,4.77193753667256,-5.56226495766896,4.16322272666299e-07,5.11637614163102e-06,5.98585236027598,"ACOX3","acyl-CoA oxidase 3, pristanoyl","Downregulated",1.10020012707506
"235631_at",-2.21546056558413,4.39702435456904,-5.5616624178042,4.17332209990494e-07,5.12622717349033e-06,5.98349824559947,"DDR2","discoidin domain receptor tyrosine kinase 2","Downregulated",2.21546056558413
"223005_s_at",-1.10152856295628,7.69709924720734,-5.56115402403303,4.1818622149215e-07,5.13543533839886e-06,5.98151203701065,"TMEM245","transmembrane protein 245","Downregulated",1.10152856295628
"201892_s_at",-1.04678178589899,9.39305645128345,-5.56104177891759,4.18375005120078e-07,5.13647177568455e-06,5.9810735240062,"IMPDH2","inosine monophosphate dehydrogenase 2","Downregulated",1.04678178589899
"243505_at",-1.58859823308056,3.39962519816611,-5.55978887133594,4.20487957309663e-07,5.15855171162717e-06,5.97617897228638,"MAP3K3","mitogen-activated protein kinase kinase kinase 3","Downregulated",1.58859823308056
"235815_at",-1.11902437462326,4.94984218445478,-5.55890589144266,4.21983355549283e-07,5.17431721318554e-06,5.97272982605809,"TSHZ2","teashirt zinc finger homeobox 2","Downregulated",1.11902437462326
"1557100_s_at",-1.95811701802,4.81216908222198,-5.5587701036138,4.22213787230782e-07,5.17585297166545e-06,5.97219942321152,"HECTD1","HECT domain E3 ubiquitin protein ligase 1","Downregulated",1.95811701802
"213446_s_at",-1.9160119169057,6.37648850476871,-5.55799540180477,4.23530825828771e-07,5.1894126858955e-06,5.96917344738231,"IQGAP1","IQ motif containing GTPase activating protein 1","Downregulated",1.9160119169057
"203125_x_at",-1.59080273097811,5.62704622113917,-5.55776612658225,4.23921382120382e-07,5.19290501618065e-06,5.96827793326243,"SLC11A2","solute carrier family 11 member 2","Downregulated",1.59080273097811
"214121_x_at",-1.92907959570517,5.02771099594628,-5.55680229411646,4.25567092946469e-07,5.21176703400122e-06,5.96451351080859,"PDLIM7","PDZ and LIM domain 7","Downregulated",1.92907959570517
