"","logFC","AveExpr","t","P.Value","adj.P.Val","B","Gene_Symbol","Gene_Description","Significance","abs_logFC"
"221667_s_at",-2.89542835808268,7.87698181810308,-6.45989702747875,1.03262174691153e-08,2.05031293674028e-07,9.5892709148171,"HSPB8","heat shock protein family B (small) member 8","Downregulated",2.89542835808268
"239280_at",1.8843783377634,3.90205319998848,6.45983671470479,1.03288336107165e-08,2.05031293674028e-07,9.58902333990469,"","","Upregulated",1.8843783377634
"236451_at",2.00539736679297,4.82579095230924,6.45979085499664,1.03308232724253e-08,2.05031293674028e-07,9.58883509306928,"LOC100996579","uncharacterized LOC100996579","Upregulated",2.00539736679297
"235675_at",1.42093370691013,5.93709137537926,6.45974061596721,1.03330033708379e-08,2.05031293674028e-07,9.58862887021503,"DHFR2","dihydrofolate reductase 2","Upregulated",1.42093370691013
"213372_at",1.41509788059954,7.61552060883044,6.45973054309664,1.03334405330865e-08,2.05031293674028e-07,9.58858752280829,"PAQR3","progestin and adipoQ receptor family member 3","Upregulated",1.41509788059954
"226838_at",1.14602025173176,6.87978701625179,6.45836103302634,1.0393048286231e-08,2.06130885538318e-07,9.58296607578349,"TTC32","tetratricopeptide repeat domain 32","Upregulated",1.14602025173176
"38487_at",-1.71815773113645,6.66749245632534,-6.45773183236517,1.04205483423601e-08,2.06593038792309e-07,9.580383491643,"STAB1","stabilin 1","Downregulated",1.71815773113645
"240547_at",1.53394739092721,4.92477837760156,6.45635331924387,1.04810505460933e-08,2.07681191561599e-07,9.57472554903936,"","","Upregulated",1.53394739092721
"241801_at",1.88775445933847,5.42387366561181,6.45628913864273,1.04838758680475e-08,2.07681191561599e-07,9.57446213512882,"PGAP1","post-GPI attachment to proteins 1","Upregulated",1.88775445933847
"209694_at",1.14194575768372,8.73913033541547,6.45518707383813,1.05325083177204e-08,2.08560618426587e-07,9.5699390810621,"PTS","6-pyruvoyltetrahydropterin synthase","Upregulated",1.14194575768372
"226115_at",1.07106810342639,7.68264295501286,6.45498562831812,1.05414219520598e-08,2.08653157681017e-07,9.56911233760444,"AHCTF1","AT-hook containing transcription factor 1","Upregulated",1.07106810342639
"208691_at",1.72362011258211,10.6494758280343,6.45476117130052,1.05513626175379e-08,2.08765943032242e-07,9.56819116166688,"TFRC","transferrin receptor","Upregulated",1.72362011258211
"236924_at",1.97054361938142,6.15159109106029,6.4530515565385,1.06273829935105e-08,2.10185544598743e-07,9.56117514536927,"","","Upregulated",1.97054361938142
"218732_at",1.05707237564419,7.80318155648505,6.45156282449397,1.06940236910263e-08,2.11418571219096e-07,9.55506599774142,"PTRH2","peptidyl-tRNA hydrolase 2","Upregulated",1.05707237564419
"226290_at",1.18193322677505,8.26018026333469,6.4502305341309,1.07540127332117e-08,2.12436073461871e-07,9.54959913677582,"BDP1","B double prime 1, subunit of RNA polymerase III transcription initiation factor IIIB","Upregulated",1.18193322677505
"214496_x_at",-1.04216872239635,6.23752707685433,-6.45022803416801,1.0754125612078e-08,2.12436073461871e-07,9.54958887881832,"KAT6B","lysine acetyltransferase 6B","Downregulated",1.04216872239635
"1569597_at",-1.1128621038762,4.89806600473044,-6.44883630602805,1.08171479289657e-08,2.13595264101371e-07,9.54387844109999,"","","Downregulated",1.1128621038762
"229295_at",-1.45639455320129,7.05967662943403,-6.44610761151341,1.09417774489713e-08,2.15969531861826e-07,9.53268320142387,"IL17RA","interleukin 17 receptor A","Downregulated",1.45639455320129
"202293_at",1.28610877323724,7.70741855648095,6.44481982935832,1.10010886451051e-08,2.17053155156249e-07,9.52740014507559,"STAG1","stromal antigen 1","Upregulated",1.28610877323724
"217502_at",-1.61847904893892,5.30292704346408,-6.44155789960293,1.1152752923244e-08,2.19957319877382e-07,9.51401950138683,"IFIT2","interferon induced protein with tetratricopeptide repeats 2","Downregulated",1.61847904893892
"215606_s_at",-1.27067184098617,6.19361351624251,-6.44120092706505,1.11694757776034e-08,2.20198876037071e-07,9.51255528586877,"ERC1","ELKS/RAB6-interacting/CAST family member 1","Downregulated",1.27067184098617
"1554958_at",-1.85792418048728,3.86216569672431,-6.44107084029904,1.11755760438138e-08,2.20230905241469e-07,9.51202170656301,"ZNF641","zinc finger protein 641","Downregulated",1.85792418048728
"227021_at",1.26229178340824,6.84248939249756,6.44029231878482,1.12121529925142e-08,2.20863255525478e-07,9.50882848991903,"KDM1B","lysine demethylase 1B","Upregulated",1.26229178340824
"220079_s_at",1.25879069667246,9.21599423140628,6.43951076091467,1.1248991974295e-08,2.21500259335389e-07,9.50562292186157,"USP48","ubiquitin specific peptidase 48","Upregulated",1.25879069667246
"221790_s_at",-1.69177100195913,6.02465479111519,-6.43924582052903,1.12615072383943e-08,2.21611431530964e-07,9.50453628935174,"LDLRAP1","low density lipoprotein receptor adaptor protein 1","Downregulated",1.69177100195913
"1556444_a_at",3.29362005654891,4.97617133482399,6.43920059001235,1.12636452183417e-08,2.21611431530964e-07,9.50435078106588,"LOC100288310","uncharacterized LOC100288310","Upregulated",3.29362005654891
"209060_x_at",-1.3448866186199,5.99108466618934,-6.43783807824868,1.13282381227626e-08,2.22793210754109e-07,9.49876274161076,"NCOA3","nuclear receptor coactivator 3","Downregulated",1.3448866186199
"209628_at",1.34680501428375,7.86501427167346,6.43760665332393,1.13392457624268e-08,2.2292060177057e-07,9.49781363476216,"NXT2","nuclear transport factor 2 like export factor 2","Upregulated",1.34680501428375
"221762_s_at",-1.18011858459722,5.91455858983793,-6.43580397314505,1.14253533529128e-08,2.24523707043442e-07,9.49042089380068,"PCIF1","PDX1 C-terminal inhibiting factor 1","Downregulated",1.18011858459722
"221952_x_at",1.18716371781262,11.1601132769984,6.43403596519831,1.15104343619088e-08,2.26105366725128e-07,9.48317087567268,"TRMT5","tRNA methyltransferase 5","Upregulated",1.18716371781262
"238526_at",1.96834604181812,5.03177002446217,6.43324671270478,1.15486176780934e-08,2.26764896283297e-07,9.47993458177601,"RAB3IP","RAB3A interacting protein","Upregulated",1.96834604181812
"206419_at",-1.89539966495566,5.19969138708328,-6.43275752443007,1.157234716794e-08,2.27086263089279e-07,9.47792874042652,"RORC","RAR related orphan receptor C","Downregulated",1.89539966495566
"236555_at",1.29099410516308,5.52742718670755,6.43271908170678,1.15742139904467e-08,2.27086263089279e-07,9.47777111366271,"TRAF3IP2-AS1","TRAF3IP2 antisense RNA 1","Upregulated",1.29099410516308
"1558631_at",-1.5486233194069,4.71795463944177,-6.43225235327352,1.15969026850728e-08,2.27440729543394e-07,9.47585740622173,"PPARA","peroxisome proliferator activated receptor alpha","Downregulated",1.5486233194069
"222443_s_at",1.08667649170341,8.53801786560876,6.43136547031104,1.16401375770799e-08,2.28197709065885e-07,9.47222105801068,"RBM8A","RNA binding motif protein 8A","Upregulated",1.08667649170341
"224391_s_at",-1.5599801128114,6.9595905708031,-6.43104322286412,1.16558864489057e-08,2.28415453799802e-07,9.4708998299354,"SIAE","sialic acid acetylesterase","Downregulated",1.5599801128114
"209499_x_at",-1.78087755378205,6.61442167744889,-6.43057208827928,1.16789497552217e-08,2.28776305973405e-07,9.46896818999668,"TNFSF12-TNFSF13///TNFSF13","TNFSF12-TNFSF13 readthrough///tumor necrosis factor superfamily member 13","Downregulated",1.78087755378205
"228501_at",-2.30561463052664,5.60641578207815,-6.42977718085479,1.17179652144805e-08,2.29449229728985e-07,9.4657091748341,"GALNT15","polypeptide N-acetylgalactosaminyltransferase 15","Downregulated",2.30561463052664
"239264_at",1.58761697273246,6.1319326576392,6.42966670725936,1.1723397669866e-08,2.29464291623348e-07,9.46525625620112,"","","Upregulated",1.58761697273246
"212575_at",-2.41217037058008,3.19017960485243,-6.42736389287963,1.18372069699639e-08,2.31507727889909e-07,9.45581567027704,"TMEM259","transmembrane protein 259","Downregulated",2.41217037058008
"212943_at",1.35686916597415,9.14407742500228,6.42447338578164,1.19816124387887e-08,2.34238857082033e-07,9.44396706210131,"C2CD5","C2 calcium dependent domain containing 5","Upregulated",1.35686916597415
"210564_x_at",-1.41001915263349,6.96261512806707,-6.42382908149388,1.20140381850291e-08,2.34779498399813e-07,9.44132615894156,"CFLAR","CASP8 and FADD like apoptosis regulator","Downregulated",1.41001915263349
"212178_s_at",-1.14402709401256,6.69447268633959,-6.42351550693779,1.20298508316983e-08,2.3499518454759e-07,9.44004089112138,"POM121C","POM121 transmembrane nucleoporin C","Downregulated",1.14402709401256
"1556427_s_at",-2.14077428307852,5.46012892677088,-6.42341424260095,1.20349617013916e-08,2.35001730333483e-07,9.43962583616959,"LRRN4CL","LRRN4 C-terminal like","Downregulated",2.14077428307852
"212886_at",-2.37285896599218,5.79305161787124,-6.42317594262384,1.20469973332078e-08,2.3514343426226e-07,9.43864911631905,"CCDC69","coiled-coil domain containing 69","Downregulated",2.37285896599218
"212569_at",1.58188164483969,7.90546794035173,6.42261194674448,1.2075530192233e-08,2.35606904904525e-07,9.43633750556477,"SMCHD1","structural maintenance of chromosomes flexible hinge domain containing 1","Upregulated",1.58188164483969
"210054_at",1.28820294763924,7.13001267727357,6.42126768238055,1.21438076601563e-08,2.36845161923627e-07,9.43082808106544,"HAUS3","HAUS augmin like complex subunit 3","Upregulated",1.28820294763924
"204270_at",-1.58465884228078,6.1573276633386,-6.41957745033488,1.22302007427625e-08,2.38341183346185e-07,9.42390115635835,"SKI","SKI proto-oncogene","Downregulated",1.58465884228078
"227165_at",1.84097693948365,5.33378892164481,6.4193383403875,1.22424714943561e-08,2.384858649338e-07,9.4229212731042,"SKA3","spindle and kinetochore associated complex subunit 3","Upregulated",1.84097693948365
"205913_at",-3.5045475916588,4.39290962010347,-6.41833512524386,1.22940880934466e-08,2.39396593911447e-07,9.41881015899537,"PLIN1","perilipin 1","Downregulated",3.5045475916588
"215170_s_at",1.62843147131511,4.76020826478431,6.41771054443317,1.23263324102447e-08,2.39929524885645e-07,9.41625075198509,"CEP152","centrosomal protein 152","Upregulated",1.62843147131511
"231003_at",1.49433570503293,5.51870740529962,6.41742410887118,1.23411478225864e-08,2.40122918507715e-07,9.41507701874344,"SLC35B3","solute carrier family 35 member B3","Upregulated",1.49433570503293
"242224_at",1.13887982807335,5.57528817479188,6.41017072641439,1.2722256716909e-08,2.47147290275933e-07,9.38535935669958,"GPATCH2","G-patch domain containing 2","Upregulated",1.13887982807335
"229307_at",-1.75325958000666,5.99382293672455,-6.40984314614528,1.27397411464072e-08,2.4729549631381e-07,9.38401744825121,"ANKRD28","ankyrin repeat domain 28","Downregulated",1.75325958000666
"201485_s_at",1.25285558464635,8.80801915185131,6.40983947803016,1.27399370649604e-08,2.4729549631381e-07,9.38400242219213,"RCN2","reticulocalbin 2","Upregulated",1.25285558464635
"205085_at",2.1042232154503,3.7150965396985,6.40780364934983,1.28491352607254e-08,2.4921852533485e-07,9.37566321465434,"ORC1","origin recognition complex subunit 1","Upregulated",2.1042232154503
"1553292_s_at",1.61750697320814,5.89997408441577,6.40767544735656,1.28560427523107e-08,2.49254253630004e-07,9.37513809459903,"SGK494","uncharacterized serine/threonine-protein kinase SgK494","Upregulated",1.61750697320814
"215104_at",-2.15953002813766,4.20722728359227,-6.40749133800483,1.2865968957204e-08,2.49348457848419e-07,9.37438398090396,"NRIP2","nuclear receptor interacting protein 2","Downregulated",2.15953002813766
"209275_s_at",-1.17647689116263,6.67031205910924,-6.40711342498851,1.28863678394655e-08,2.49569723848115e-07,9.37283606378705,"CLN3","CLN3, battenin","Downregulated",1.17647689116263
"206209_s_at",-2.51114774928722,5.25944604979288,-6.40709192014825,1.28875295851822e-08,2.49569723848115e-07,9.37274798153111,"CA4","carbonic anhydrase 4","Downregulated",2.51114774928722
"236262_at",-1.82724987892223,5.61749403077775,-6.40549928905085,1.29738566921187e-08,2.51142630310419e-07,9.36622490210307,"MMRN2","multimerin 2","Downregulated",1.82724987892223
"201510_at",2.87677914882601,6.28292399368686,6.4048984930058,1.30065709688326e-08,2.51676892514095e-07,9.36376428233107,"ELF3","E74 like ETS transcription factor 3","Upregulated",2.87677914882601
"239580_at",-2.3592082474351,3.45408709274742,-6.40123842584219,1.32076409647079e-08,2.55366754008009e-07,9.3487754591965,"GUCY1A3","guanylate cyclase 1 soluble subunit alpha","Downregulated",2.3592082474351
"1556314_a_at",-2.10524009456227,5.29003261088501,-6.40114060917524,1.32130566922464e-08,2.55371123588126e-07,9.34837490900838,"ZNF366","zinc finger protein 366","Downregulated",2.10524009456227
"222776_at",1.48921644889725,4.02168814920712,6.39974021235144,1.32908329567138e-08,2.56773465764042e-07,9.34264059507346,"MAGOHB","mago homolog B, exon junction complex core component","Upregulated",1.48921644889725
"1558250_s_at",1.54765557414216,6.08041516443153,6.398882263693,1.33387063119235e-08,2.57597221935173e-07,9.33912765340595,"","","Upregulated",1.54765557414216
"209686_at",-3.75336610722135,4.64864096839157,-6.39851096502078,1.33594776508295e-08,2.57897142708658e-07,9.33760737979967,"S100B","S100 calcium binding protein B","Downregulated",3.75336610722135
"227772_at",1.09328402009605,7.80863318182771,6.39571478525413,1.35169358610764e-08,2.60834456045485e-07,9.32615925494962,"LATS1","large tumor suppressor kinase 1","Upregulated",1.09328402009605
"211994_at",-1.07007787771568,9.08388483636561,-6.39479073111974,1.35693743920713e-08,2.61719011025242e-07,9.32237628856975,"WNK1","WNK lysine deficient protein kinase 1","Downregulated",1.07007787771568
"232053_x_at",-1.73605228912653,7.21722719522202,-6.39471971718347,1.35734126473148e-08,2.61719011025242e-07,9.32208557219305,"RHBDD2","rhomboid domain containing 2","Downregulated",1.73605228912653
"224254_x_at",1.39069735484613,6.2725724825192,6.39327451406811,1.3655854354919e-08,2.63205493632001e-07,9.31616939951954,"","","Upregulated",1.39069735484613
"223286_at",-1.20995146114408,7.07471088282683,-6.39243480014346,1.37039836368597e-08,2.63918667368261e-07,9.31273206136197,"ELP5","elongator acetyltransferase complex subunit 5","Downregulated",1.20995146114408
"210655_s_at",-2.43117069317502,6.05431232573508,-6.39239672815042,1.37061697614822e-08,2.63918667368261e-07,9.31257621795773,"FOXO3B///FOXO3","forkhead box O3B pseudogene///forkhead box O3","Downregulated",2.43117069317502
"214706_at",1.15682451970038,6.23951374369665,6.39234838500621,1.37089461619947e-08,2.63918667368261e-07,9.31237833111905,"ZNF200","zinc finger protein 200","Upregulated",1.15682451970038
"1558094_s_at",-1.4755428704881,4.73013725097187,-6.39191538137238,1.37338389098724e-08,2.64244542547327e-07,9.310605901004,"CCDC174","coiled-coil domain containing 174","Downregulated",1.4755428704881
"226308_at",1.78093891666924,4.49030336137093,6.39186716643573,1.3736613486619e-08,2.64244542547327e-07,9.31040854300071,"HAUS8","HAUS augmin like complex subunit 8","Upregulated",1.78093891666924
"1563229_at",1.78535809988756,4.35528669884119,6.39162075784631,1.37508019921098e-08,2.64414112397713e-07,9.30939992603838,"MIR15A///DLEU2","microRNA 15a///deleted in lymphocytic leukemia 2 (non-protein coding)","Upregulated",1.78535809988756
"222402_at",1.23942666777204,7.21834530899471,6.39090821543658,1.3791912827532e-08,2.65101036915768e-07,9.3064833567572,"POMP","proteasome maturation protein","Upregulated",1.23942666777204
"201961_s_at",-1.3652899716071,6.37973989955195,-6.3902922659232,1.38275487875167e-08,2.65682230842379e-07,9.30396223142478,"RNF41","ring finger protein 41","Downregulated",1.3652899716071
"235061_at",-1.98574795686678,6.85286305671404,-6.38979036915773,1.38566536502061e-08,2.66137531680598e-07,9.30190798094648,"PPM1K","protein phosphatase, Mg2+/Mn2+ dependent 1K","Downregulated",1.98574795686678
"203891_s_at",-1.08675281244646,5.49502062958736,-6.38861541416397,1.39250266354133e-08,2.67242116087668e-07,9.29709909205837,"MIR637///DAPK3","microRNA 637///death associated protein kinase 3","Downregulated",1.08675281244646
"213165_at",1.066608246641,8.65303396049354,6.38849671584382,1.39319524960154e-08,2.67270793945977e-07,9.29661329360299,"CEP350","centrosomal protein 350","Upregulated",1.066608246641
"201728_s_at",-1.77041395369872,6.16063005296714,-6.38594536361234,1.40816479662389e-08,2.70002950497553e-07,9.28617192850232,"KIAA0100","KIAA0100","Downregulated",1.77041395369872
"205083_at",-2.99448601367736,6.11514260546855,-6.3858826925917,1.40853450510541e-08,2.70002950497553e-07,9.28591546271581,"AOX1","aldehyde oxidase 1","Downregulated",2.99448601367736
"201029_s_at",-1.5652197666987,10.3247432537687,-6.38532539886328,1.41182632256712e-08,2.70528574200001e-07,9.2836349049197,"CD99","CD99 molecule","Downregulated",1.5652197666987
"223185_s_at",-2.46253287066521,3.50071602079983,-6.38452119068932,1.41659005579306e-08,2.71335721585867e-07,9.28034401923616,"BHLHE41","basic helix-loop-helix family member e41","Downregulated",2.46253287066521
"241696_at",2.23557248349977,4.71359410966995,6.38299921978486,1.42564910347153e-08,2.729646514962e-07,9.27411629895915,"CNTLN","centlein","Upregulated",2.23557248349977
"231963_at",-2.46325621514701,4.21746283236532,-6.38169119359175,1.43348057109781e-08,2.7435736469082e-07,9.26876433809041,"ANKRD33B","ankyrin repeat domain 33B","Downregulated",2.46325621514701
"201192_s_at",-1.01223750284271,7.51069354182223,-6.38029397764205,1.44189313624101e-08,2.75860169342968e-07,9.26304777636472,"PITPNA","phosphatidylinositol transfer protein alpha","Downregulated",1.01223750284271
"203385_at",-1.70376828701033,6.77002563713166,-6.37968260209697,1.4455895675654e-08,2.76459875053208e-07,9.26054650531995,"DGKA","diacylglycerol kinase alpha","Downregulated",1.70376828701033
"1556748_x_at",-2.06065159076168,3.94623096038257,-6.37946933108146,1.44688123131029e-08,2.76599396849594e-07,9.2596739823672,"LOC101928343","uncharacterized LOC101928343","Downregulated",2.06065159076168
"225793_at",-1.17141581646311,8.39205453004353,-6.37823090558705,1.45440432001732e-08,2.77929605340164e-07,9.25460755990531,"LIX1L","limb and CNS expressed 1 like","Downregulated",1.17141581646311
"226010_at",-2.07497042602069,6.27291949003425,-6.37731113162064,1.46001676374199e-08,2.78852939714727e-07,9.25084492103247,"SLC25A23","solute carrier family 25 member 23","Downregulated",2.07497042602069
"1555041_a_at",-1.28871977093845,6.89641493827634,-6.37713346157183,1.46110337387694e-08,2.78852939714727e-07,9.25011812018581,"NAGA","alpha-N-acetylgalactosaminidase","Downregulated",1.28871977093845
"231090_s_at",1.17973790615731,6.67134801463784,6.37708715959539,1.46138668319973e-08,2.78852939714727e-07,9.249928712043,"ARID2","AT-rich interaction domain 2","Upregulated",1.17973790615731
"211780_x_at",-1.22115670735423,7.72985076494559,-6.37705563579124,1.46157960001483e-08,2.78852939714727e-07,9.24979975739161,"DCTN1","dynactin subunit 1","Downregulated",1.22115670735423
"238605_at",3.70654355277961,4.64412587081909,6.37697558648572,1.4620695926677e-08,2.78852939714727e-07,9.24947229990819,"NOL4","nucleolar protein 4","Upregulated",3.70654355277961
"1566303_s_at",-1.03020918756238,7.6391592795666,-6.37657761903323,1.46450802285128e-08,2.79209787990868e-07,9.24784435219559,"PPP1R11","protein phosphatase 1 regulatory inhibitor subunit 11","Downregulated",1.03020918756238
"208882_s_at",1.03001483529761,8.28755453219915,6.37582471294877,1.46913226636281e-08,2.79982925758772e-07,9.24476454892607,"UBR5","ubiquitin protein ligase E3 component n-recognin 5","Upregulated",1.03001483529761
"235564_at",2.08982530391304,4.53960635156567,6.37518069184126,1.47309923353647e-08,2.80630251585866e-07,9.24213022459383,"ZNF117","zinc finger protein 117","Upregulated",2.08982530391304
"235939_at",1.74072885938273,5.12269280765724,6.37432845548007,1.47836506287215e-08,2.81524418145317e-07,9.23864432205171,"ZFP69B","ZFP69 zinc finger protein B","Upregulated",1.74072885938273
"216627_s_at",-2.0010760167049,4.04845668876747,-6.37385082428919,1.48132442022463e-08,2.81978842344269e-07,9.23669072294734,"B4GALT1","beta-1,4-galactosyltransferase 1","Downregulated",2.0010760167049
"243198_at",2.26183210755943,4.58062140155669,6.37367198307393,1.48243401327665e-08,2.8208093770806e-07,9.23595923992628,"TEX9","testis expressed 9","Upregulated",2.26183210755943
"201764_at",1.67758768289976,8.51137178410627,6.36910348366079,1.51105950441316e-08,2.87416718336522e-07,9.21727541332089,"TMEM106C","transmembrane protein 106C","Upregulated",1.67758768289976
"235849_at",-3.29752108827048,5.24628321737027,-6.36850575556036,1.51484506690456e-08,2.87914180019979e-07,9.21483115237968,"SCARA5","scavenger receptor class A member 5","Downregulated",3.29752108827048
"219514_at",-1.89387436857599,4.5599734431516,-6.36596885088656,1.53101678473055e-08,2.90875455313653e-07,9.20445781152204,"ANGPTL2","angiopoietin like 2","Downregulated",1.89387436857599
"204257_at",-1.2218562315323,6.53220652772974,-6.36547788650999,1.53416617961063e-08,2.91361309147435e-07,9.20245040161003,"FADS3","fatty acid desaturase 3","Downregulated",1.2218562315323
"218711_s_at",-2.39328180867674,5.55473453106214,-6.36501413278139,1.53714692146679e-08,2.91702231255751e-07,9.20055428724079,"SDPR","serum deprivation response","Downregulated",2.39328180867674
"1556064_at",1.66193709362106,4.67363700937439,6.36475624213022,1.5388069762077e-08,2.91904683416547e-07,9.19949988593851,"LOC284926","uncharacterized LOC284926","Upregulated",1.66193709362106
"229693_at",-1.80237985493299,6.06379663558621,-6.36462739733695,1.53963702181072e-08,2.91949591261041e-07,9.19897310072802,"TMEM220","transmembrane protein 220","Downregulated",1.80237985493299
"222608_s_at",2.78825873476187,6.92031242015042,6.36406407368732,1.54327128605081e-08,2.92413362236051e-07,9.19666997217782,"ANLN","anillin actin binding protein","Upregulated",2.78825873476187
"219531_at",1.80786403674067,5.28342796687628,6.36367714779615,1.54577244909649e-08,2.92700048826835e-07,9.19508807208233,"CEP72","centrosomal protein 72","Upregulated",1.80786403674067
"212226_s_at",-2.36557339587776,9.15457490548591,-6.36364599498479,1.54597400146512e-08,2.92700048826835e-07,9.19496070870275,"PLPP3","phospholipid phosphatase 3","Downregulated",2.36557339587776
"239183_at",-2.60955551541994,3.76973742667795,-6.36344681980043,1.54726324011846e-08,2.92831470217343e-07,9.19414641628529,"ANGPTL1","angiopoietin like 1","Downregulated",2.60955551541994
"227838_at",-2.22735613692373,5.09441975150475,-6.36324945929959,1.54854178335134e-08,2.92960767140982e-07,9.19333954980918,"UNC5C","unc-5 netrin receptor C","Downregulated",2.22735613692373
"218846_at",1.08685776253865,8.04951924994405,6.36172588261077,1.55844713522332e-08,2.94721399626956e-07,9.18711096248076,"MED23","mediator complex subunit 23","Upregulated",1.08685776253865
"224623_at",1.26206016499382,8.45125054824816,6.36149880576657,1.55992881428865e-08,2.94888271858247e-07,9.18618267689451,"LOC728554///THOC3","THO complex 3 pseudogene///THO complex 3","Upregulated",1.26206016499382
"218067_s_at",1.26880535801618,9.95004260661316,6.36095355782945,1.56349226564252e-08,2.95334986239813e-07,9.18395375159675,"ARGLU1","arginine and glutamate rich 1","Upregulated",1.26880535801618
"202942_at",-2.24541654133339,7.56586098062866,-6.36078760427043,1.56457845032796e-08,2.95426752898266e-07,9.18327535860569,"ETFB","electron transfer flavoprotein beta subunit","Downregulated",2.24541654133339
"221496_s_at",-1.42163928141215,6.47975966103531,-6.3606841915464,1.56525567632193e-08,2.95441258399591e-07,9.18285262553771,"TOB2","transducer of ERBB2, 2","Downregulated",1.42163928141215
"203756_at",-1.85652761906371,5.50867060791017,-6.35927040227446,1.57454343708654e-08,2.97066591827592e-07,9.17707349342539,"ARHGEF17","Rho guanine nucleotide exchange factor 17","Downregulated",1.85652761906371
"229733_s_at",-1.84892121892378,7.63136887064156,-6.35918290325951,1.57512004500271e-08,2.97066591827592e-07,9.17671583624635,"","","Downregulated",1.84892121892378
"225866_at",1.08463268401898,8.36297320171866,6.3590982861973,1.57567786020285e-08,2.97066591827592e-07,9.17636996050552,"RPF2","ribosome production factor 2 homolog","Upregulated",1.08463268401898
"230882_at",2.5357244183215,4.25063037816785,6.35783542844959,1.58402620737952e-08,2.98426929800237e-07,9.17120812837993,"DLX6-AS1","DLX6 antisense RNA 1","Upregulated",2.5357244183215
"217767_at",-3.09223349305297,8.85020979263792,-6.35782335900021,1.58410620569882e-08,2.98426929800237e-07,9.17115879681808,"C3","complement component 3","Downregulated",3.09223349305297
"1555725_a_at",-2.75367301188738,7.13652794827297,-6.35772717411052,1.5847438782459e-08,2.98432805269215e-07,9.17076566043578,"RGS5","regulator of G-protein signaling 5","Downregulated",2.75367301188738
"200966_x_at",-1.5470764526298,11.2754841219879,-6.35635954492741,1.59383835340777e-08,3.00030619189504e-07,9.1651759293158,"ALDOA","aldolase, fructose-bisphosphate A","Downregulated",1.5470764526298
"214771_x_at",-1.0872386868428,8.83028891350741,-6.35508203110868,1.60238028461925e-08,3.01523237725658e-07,9.15995481547398,"MPRIP","myosin phosphatase Rho interacting protein","Downregulated",1.0872386868428
"229400_at",2.41400573219169,5.25231181183244,6.35429341756941,1.6076758737996e-08,3.02404077683705e-07,9.15673194953639,"HOXD10","homeobox D10","Upregulated",2.41400573219169
"205116_at",-1.97566202523013,5.67619478811752,-6.35370579136478,1.61163309160148e-08,3.03032592810218e-07,9.15433054050646,"LAMA2","laminin subunit alpha 2","Downregulated",1.97566202523013
"1553685_s_at",-2.11489968941248,5.60287366400521,-6.35312565810186,1.61554931715681e-08,3.03652923030309e-07,9.15195981269885,"SP1","Sp1 transcription factor","Downregulated",2.11489968941248
"221436_s_at",2.34154409751649,4.89024947002956,6.35229939395604,1.62114334785024e-08,3.04479087446711e-07,9.14858336901643,"CDCA3","cell division cycle associated 3","Upregulated",2.34154409751649
"226243_at",1.00508421725748,8.96733367990358,6.35229364004069,1.62118237061878e-08,3.04479087446711e-07,9.14855985665841,"PTRHD1","peptidyl-tRNA hydrolase domain containing 1","Upregulated",1.00508421725748
"235247_at",2.47480229772347,5.11981539455859,6.35027085483046,1.63495863355786e-08,3.06909437372426e-07,9.14029446856999,"","","Upregulated",2.47480229772347
"202082_s_at",-1.17808112715749,6.93306447359915,-6.35021070480915,1.63537005871218e-08,3.06909437372426e-07,9.14004869821126,"SEC14L1","SEC14 like lipid binding 1","Downregulated",1.17808112715749
"213181_s_at",-1.98356068131061,5.008100981786,-6.34996571347184,1.63704685546033e-08,3.07106994344783e-07,9.139047680989,"MOCS1","molybdenum cofactor synthesis 1","Downregulated",1.98356068131061
"239461_at",-2.21178630689899,3.56033327045657,-6.34964767138299,1.63922617554054e-08,3.07398637270669e-07,9.13774819957382,"GALNT15","polypeptide N-acetylgalactosaminyltransferase 15","Downregulated",2.21178630689899
"1554043_a_at",1.30962644313143,5.77939812583399,6.34813386444841,1.64963870301287e-08,3.09233415844398e-07,9.13156321578467,"","","Upregulated",1.30962644313143
"226458_at",1.50252736021844,7.61216302466076,6.34622348987849,1.66287254745474e-08,3.11595466270394e-07,9.12375855467194,"","","Upregulated",1.50252736021844
"219221_at",-1.49002249374131,8.2925168184106,-6.34561553696815,1.66710607619824e-08,3.12269846560665e-07,9.12127495553724,"ZBTB38","zinc finger and BTB domain containing 38","Downregulated",1.49002249374131
"233825_s_at",-1.77658821372486,6.50519622891466,-6.34467431034504,1.6736814564928e-08,3.13382204831207e-07,9.11743000278269,"CD99L2","CD99 molecule like 2","Downregulated",1.77658821372486
"206452_x_at",-1.18433795627943,6.78191524883853,-6.34349213181368,1.68197653397212e-08,3.14815592648026e-07,9.1126009757284,"PTPA","protein phosphatase 2 phosphatase activator","Downregulated",1.18433795627943
"213290_at",-1.78062132933197,5.78995313879304,-6.34210998484902,1.69172640581758e-08,3.16520080802532e-07,9.10695542467812,"COL6A2","collagen type VI alpha 2 chain","Downregulated",1.78062132933197
"225790_at",-2.41317920455458,5.51252879446895,-6.34181430752875,1.69381941733041e-08,3.16791227930739e-07,9.10574773844325,"MSRB3","methionine sulfoxide reductase B3","Downregulated",2.41317920455458
"228334_x_at",1.21255961171961,7.33576228837649,6.34149339382247,1.69609397308045e-08,3.17096109929217e-07,9.10443699262124,"CEP44","centrosomal protein 44","Upregulated",1.21255961171961
